"","gene","cluster_id","sc_122.cpm","sc_126.cpm","sc_123.cpm","sc_127.cpm","sc_122.frq","sc_126.frq","sc_123.frq","sc_127.frq","WT.frq","gtl1.frq","logFC","logCPM","F","p_val","p_adj.loc","p_adj.glb","contrast","Name","TF_Name","Description","up_dn_label","clust_up_dn"
"3548","AT2G32020","Elongation_Trichoblast",9.73,9.22,27.7,17.4,0.0956,0.111,0.227,0.133,0.103,0.192,1.23,4.08,38.8,4.68e-10,3.45e-08,0.000246,"gtl1-WT","AT2G32020","AT2G32020","Acyl-CoA N-acyltransferases (NAT) superfamily protein","Up","Elongation_Trichoblast_Up"
"3549","AT2G32190","Elongation_Trichoblast",77.1,68.6,132,138,0.429,0.334,0.479,0.464,0.383,0.473,0.891,6.7,58.6,2.07e-14,2.72e-12,1.09e-08,"gtl1-WT","AT2G32190",NA,NA,"Up","Elongation_Trichoblast_Up"
"3550","AT2G32210","Elongation_Trichoblast",20.7,20,51.4,45.9,0.15,0.127,0.249,0.206,0.139,0.233,1.26,5.13,64.2,1.17e-15,1.84e-13,6.14e-10,"gtl1-WT","AT2G32210",NA,NA,"Up","Elongation_Trichoblast_Up"
"3551","AT2G32300","Elongation_Trichoblast",27.2,11.3,60,28.7,0.111,0.119,0.145,0.114,0.115,0.133,1.22,5.04,56.7,5.23e-14,6.51e-12,2.75e-08,"gtl1-WT","UCC1",NA,NA,"Up","Elongation_Trichoblast_Up"
"3552","AT2G32560","Elongation_Trichoblast",6.3,4.39,9.76,11.7,0.0749,0.0728,0.105,0.0987,0.0739,0.102,0.996,3.05,16.5,4.83e-05,0.00129,1,"gtl1-WT","AT2G32560",NA,NA,"Up","Elongation_Trichoblast_Up"
"3553","AT2G33590","Elongation_Trichoblast",37.1,29.3,23.3,19.6,0.328,0.307,0.204,0.161,0.318,0.188,-0.633,4.79,15,0.00011,0.00265,1,"gtl1-WT","AT2G33590",NA,NA,"Down","Elongation_Trichoblast_Down"
"3554","AT2G33830","Elongation_Trichoblast",16.6,23.7,65.7,94.2,0.116,0.124,0.285,0.281,0.12,0.284,1.99,5.64,180,6.19e-41,9.39e-38,3.26e-35,"gtl1-WT","DRMH1",NA,NA,"Up","Elongation_Trichoblast_Up"
"3555","AT2G34070","Elongation_Trichoblast",31.9,20.6,40.8,43.4,0.243,0.259,0.292,0.27,0.251,0.284,0.696,5.1,20.3,6.65e-06,0.000226,1,"gtl1-WT","TBL37",NA,NA,"Up","Elongation_Trichoblast_Up"
"3556","AT2G34180","Elongation_Trichoblast",4.5,7.94,10.6,14.7,0.0517,0.116,0.105,0.109,0.0831,0.106,1.04,3.27,19.9,8.37e-06,0.000278,1,"gtl1-WT","CIPK13",NA,NA,"Up","Elongation_Trichoblast_Up"
"3557","AT2G34340","Elongation_Trichoblast",13.9,10.5,21.9,16.4,0.121,0.105,0.139,0.105,0.113,0.127,0.651,4.02,11.3,0.000797,0.0136,1,"gtl1-WT","AT2G34340",NA,NA,"Up","Elongation_Trichoblast_Up"
"3558","AT2G34500","Elongation_Trichoblast",525,688,305,392,0.786,0.889,0.659,0.678,0.836,0.666,-0.799,8.9,90.7,1.88e-21,5.32e-19,9.89e-16,"gtl1-WT","CYP710A1",NA,NA,"Down","Elongation_Trichoblast_Down"
"3559","AT2G34600","Elongation_Trichoblast",152,119,101,78.5,0.382,0.34,0.267,0.24,0.361,0.257,-0.596,6.82,27.6,1.51e-07,7.29e-06,0.079,"gtl1-WT","TIFY 5B","JAZ7","jasmonate-zim-domain protein 7","Down","Elongation_Trichoblast_Down"
"3560","AT2G34810","Elongation_Trichoblast",53,88.6,33.7,60.6,0.328,0.372,0.192,0.225,0.35,0.205,-0.597,5.88,19.8,8.73e-06,0.000288,1,"gtl1-WT","AT2G34810",NA,NA,"Down","Elongation_Trichoblast_Down"
"3561","AT2G34880","Elongation_Trichoblast",0,84.4,62.7,75.7,0,0.574,0.412,0.444,0.281,0.424,1.46,5.82,88.6,5.32e-21,1.45e-18,2.8e-15,"gtl1-WT","JMJ15","MEE27","Transcription factor jumonji (jmj) family protein / zinc finger (C5HC2 type) family protein","Up","Elongation_Trichoblast_Up"
"3562","AT2G35730","Elongation_Trichoblast",36.4,25.4,50.6,47,0.253,0.218,0.239,0.24,0.236,0.239,0.67,5.33,20.5,5.84e-06,0.000203,1,"gtl1-WT","AT2G35730",NA,NA,"Up","Elongation_Trichoblast_Up"
"3563","AT2G35910","Elongation_Trichoblast",6.48,9.64,11.8,15.1,0.0879,0.159,0.123,0.124,0.123,0.123,0.75,3.46,11.7,0.000633,0.0113,1,"gtl1-WT","ATL70","AT2G35910","RING/U-box superfamily protein","Up","Elongation_Trichoblast_Up"
"3564","AT2G36100","Elongation_Trichoblast",105,29.5,224,92.9,0.315,0.38,0.366,0.376,0.347,0.37,1.34,6.84,129,7.81e-30,4.2e-27,4.12e-24,"gtl1-WT","CASP1",NA,NA,"Up","Elongation_Trichoblast_Up"
"3565","AT2G36630","Elongation_Trichoblast",22.5,14.6,6.65,14,0.212,0.183,0.0658,0.105,0.198,0.0806,-0.935,3.83,21.4,3.8e-06,0.000137,1,"gtl1-WT","AT2G36630",NA,NA,"Down","Elongation_Trichoblast_Down"
"3566","AT2G37040","Elongation_Trichoblast",63.4,37.3,91.7,61.7,0.398,0.332,0.406,0.333,0.365,0.379,0.622,6.01,22.2,2.52e-06,9.48e-05,1,"gtl1-WT","PAL1",NA,NA,"Up","Elongation_Trichoblast_Up"
"3567","AT2G37970","Elongation_Trichoblast",15.9,11.8,22.6,21.1,0.173,0.175,0.196,0.167,0.174,0.185,0.665,4.19,12.6,0.00038,0.00737,1,"gtl1-WT","SOUL-1",NA,NA,"Up","Elongation_Trichoblast_Up"
"3568","AT2G38025","Elongation_Trichoblast",11.2,8.36,6.13,5.95,0.124,0.132,0.0671,0.0515,0.128,0.0612,-0.703,3.02,8.41,0.00373,0.0485,1,"gtl1-WT","AT2G38025",NA,NA,"Down","Elongation_Trichoblast_Down"
"3569","AT2G38060","Elongation_Trichoblast",5.4,6.81,10.9,10.2,0.0698,0.102,0.106,0.0923,0.0858,0.101,0.797,3.13,11.1,0.000851,0.0144,1,"gtl1-WT","PHT4;2",NA,NA,"Up","Elongation_Trichoblast_Up"
"3570","AT2G38090","Elongation_Trichoblast",65.4,70.3,45,45.1,0.432,0.456,0.294,0.275,0.443,0.287,-0.589,5.83,19,1.31e-05,0.000411,1,"gtl1-WT","AT2G38090","AT2G38090","Duplicated homeodomain-like superfamily protein","Down","Elongation_Trichoblast_Down"
"3571","AT2G38120","Elongation_Trichoblast",13.7,14.3,21.6,23.4,0.145,0.189,0.196,0.17,0.166,0.186,0.682,4.21,13.5,0.000241,0.00504,1,"gtl1-WT","AUX1",NA,NA,"Up","Elongation_Trichoblast_Up"
"3572","AT2G38170","Elongation_Trichoblast",23.1,36.3,18.4,17.9,0.248,0.383,0.156,0.135,0.314,0.148,-0.664,4.6,15.1,0.000101,0.00248,1,"gtl1-WT","CAX1",NA,NA,"Down","Elongation_Trichoblast_Down"
"3573","AT2G38400","Elongation_Trichoblast",19.6,30.3,45.5,34.7,0.178,0.261,0.235,0.219,0.219,0.229,0.699,5.06,19.8,8.7e-06,0.000287,1,"gtl1-WT","AGT3",NA,NA,"Up","Elongation_Trichoblast_Up"
"3574","AT2G38750","Elongation_Trichoblast",1080,890,663,599,0.946,0.949,0.883,0.861,0.947,0.874,-0.64,9.66,70.9,3.92e-17,7.48e-15,2.06e-11,"gtl1-WT","ANN4",NA,NA,"Down","Elongation_Trichoblast_Down"
"3575","AT2G39010","Elongation_Trichoblast",10.3,6.24,4.26,5.53,0.114,0.0916,0.0439,0.0429,0.103,0.0435,-0.793,2.73,9.11,0.00254,0.0357,1,"gtl1-WT","PIP2-6",NA,NA,"Down","Elongation_Trichoblast_Down"
"3576","AT2G39040","Elongation_Trichoblast",23.1,20.7,36.9,37.9,0.196,0.235,0.261,0.26,0.215,0.26,0.771,4.9,23.1,1.58e-06,6.24e-05,0.827,"gtl1-WT","PER24",NA,NA,"Up","Elongation_Trichoblast_Up"
"3577","AT2G39350","Elongation_Trichoblast",9.19,11.8,14.7,18.1,0.111,0.135,0.129,0.124,0.123,0.127,0.649,3.77,10.2,0.00139,0.0216,1,"gtl1-WT","ABCG1",NA,NA,"Up","Elongation_Trichoblast_Up"
"3578","AT2G39410","Elongation_Trichoblast",39.6,40.7,23.9,26.6,0.292,0.388,0.212,0.189,0.339,0.203,-0.674,5.04,18.8,1.46e-05,0.000452,1,"gtl1-WT","AT2G39410",NA,NA,"Down","Elongation_Trichoblast_Down"
"3579","AT2G39518","Elongation_Trichoblast",79.3,85.2,174,175,0.504,0.542,0.555,0.558,0.522,0.556,1.09,7.01,95.4,1.72e-22,5.25e-20,9.08e-17,"gtl1-WT","AT2G39518",NA,NA,"Up","Elongation_Trichoblast_Up"
"3580","AT2G39530","Elongation_Trichoblast",253,226,518,563,0.778,0.739,0.809,0.852,0.759,0.825,1.17,8.61,178,2.26e-40,2.48e-37,1.19e-34,"gtl1-WT","AT2G39530",NA,NA,"Up","Elongation_Trichoblast_Up"
"3581","AT2G39705","Elongation_Trichoblast",77.5,74.1,53.4,43.4,0.313,0.345,0.241,0.219,0.328,0.233,-0.649,5.97,24,9.71e-07,4.1e-05,0.509,"gtl1-WT","RTFL8",NA,NA,"Down","Elongation_Trichoblast_Down"
"3582","AT2G40110","Elongation_Trichoblast",76.4,71.3,53.9,40.8,0.439,0.402,0.286,0.236,0.421,0.268,-0.644,5.93,23.4,1.33e-06,5.37e-05,0.697,"gtl1-WT","AT2G40110",NA,NA,"Down","Elongation_Trichoblast_Down"
"3583","AT2G40113","Elongation_Trichoblast",6.3,4.54,42.1,15.1,0.0646,0.0728,0.116,0.0966,0.0686,0.109,2.31,4.22,116,4.87e-27,2.07e-24,2.57e-21,"gtl1-WT","AT2G40113",NA,NA,"Up","Elongation_Trichoblast_Up"
"3584","AT2G40250","Elongation_Trichoblast",5.22,8.79,2.49,1.49,0.0724,0.148,0.0297,0.015,0.109,0.0242,-1.66,2.28,27,2.05e-07,9.73e-06,0.108,"gtl1-WT","AT2G40250",NA,NA,"Down","Elongation_Trichoblast_Down"
"3585","AT2G40890","Elongation_Trichoblast",26.1,20.3,42.2,46.1,0.217,0.237,0.267,0.223,0.227,0.251,0.93,5.08,35.6,2.47e-09,1.62e-07,0.0013,"gtl1-WT","CYP98A3",NA,NA,"Up","Elongation_Trichoblast_Up"
"3586","AT2G41100","Elongation_Trichoblast",10.6,5.81,14.1,19.4,0.119,0.0539,0.114,0.0923,0.0871,0.106,1.02,3.65,23.2,1.45e-06,5.78e-05,0.759,"gtl1-WT","CML12",NA,NA,"Up","Elongation_Trichoblast_Up"
"3587","AT2G41190","Elongation_Trichoblast",10.4,21.1,7.37,9.78,0.121,0.232,0.0826,0.0858,0.175,0.0838,-0.815,3.64,14.8,0.000121,0.00287,1,"gtl1-WT","AVT1A",NA,NA,"Down","Elongation_Trichoblast_Down"
"3588","AT2G41660","Elongation_Trichoblast",632,707,452,412,0.93,0.951,0.861,0.826,0.941,0.848,-0.63,9.11,59.7,1.15e-14,1.57e-12,6.05e-09,"gtl1-WT","MIZ1",NA,NA,"Down","Elongation_Trichoblast_Down"
"3589","AT2G41800","Elongation_Trichoblast",19.8,24,31.2,37.4,0.132,0.108,0.161,0.131,0.12,0.15,0.648,4.82,15.9,6.8e-05,0.00174,1,"gtl1-WT","AT2G41800",NA,NA,"Up","Elongation_Trichoblast_Up"
"3590","AT2G43290","Elongation_Trichoblast",134,137,237,240,0.579,0.66,0.646,0.644,0.619,0.645,0.816,7.55,65.3,6.83e-16,1.12e-13,3.6e-10,"gtl1-WT","CML5",NA,NA,"Up","Elongation_Trichoblast_Up"
"3591","AT2G43535","Elongation_Trichoblast",61.1,42.2,107,106,0.305,0.283,0.394,0.305,0.294,0.36,1.06,6.31,71,3.78e-17,7.29e-15,1.99e-11,"gtl1-WT","ATTI4",NA,NA,"Up","Elongation_Trichoblast_Up"
"3592","AT2G43610","Elongation_Trichoblast",172,302,406,434,0.439,0.453,0.546,0.481,0.446,0.521,0.878,8.36,93.5,4.6e-22,1.36e-19,2.42e-16,"gtl1-WT","AT2G43610",NA,NA,"Up","Elongation_Trichoblast_Up"
"3593","AT2G43870","Elongation_Trichoblast",56.4,68.8,83.8,123,0.359,0.383,0.412,0.47,0.371,0.434,0.708,6.37,33.1,8.76e-09,5.26e-07,0.0046,"gtl1-WT","AT2G43870",NA,NA,"Up","Elongation_Trichoblast_Up"
"3594","AT2G44290","Elongation_Trichoblast",8.47,8.36,33.1,31.1,0.0904,0.124,0.222,0.185,0.107,0.208,1.93,4.38,102,8.12e-24,2.81e-21,4.28e-18,"gtl1-WT","YLS3",NA,NA,"Up","Elongation_Trichoblast_Up"
"3595","AT2G45180","Elongation_Trichoblast",10.6,7.09,29.1,35.1,0.0646,0.097,0.223,0.174,0.0805,0.205,1.86,4.37,95.5,1.62e-22,5.1e-20,8.55e-17,"gtl1-WT","AT2G45180",NA,NA,"Up","Elongation_Trichoblast_Up"
"3596","AT2G46150","Elongation_Trichoblast",20,15.6,30.8,30,0.225,0.218,0.263,0.217,0.222,0.246,0.776,4.61,20.7,5.51e-06,0.000192,1,"gtl1-WT","AT2G46150",NA,NA,"Up","Elongation_Trichoblast_Up"
"3597","AT2G46510","Elongation_Trichoblast",21.1,17.2,30.9,27.9,0.207,0.199,0.209,0.176,0.203,0.197,0.622,4.63,13.5,0.000242,0.00505,1,"gtl1-WT","AIB","AIB","ABA-inducible BHLH-type transcription factor","Up","Elongation_Trichoblast_Up"
"3598","AT2G46600","Elongation_Trichoblast",96,48.8,95.3,117,0.442,0.361,0.391,0.399,0.402,0.394,0.597,6.48,24,9.82e-07,4.13e-05,0.514,"gtl1-WT","KIC",NA,NA,"Up","Elongation_Trichoblast_Up"
"3599","AT2G46890","Elongation_Trichoblast",11.9,6.1,20.7,18.5,0.132,0.105,0.15,0.131,0.119,0.143,1.15,3.88,31.7,1.79e-08,1.02e-06,0.0094,"gtl1-WT","AT2G46890",NA,NA,"Up","Elongation_Trichoblast_Up"
"3600","AT2G46930","Elongation_Trichoblast",18,14.6,10.6,8.93,0.202,0.208,0.114,0.0815,0.204,0.102,-0.74,3.73,13.1,0.000302,0.00611,1,"gtl1-WT","PAE3",NA,NA,"Down","Elongation_Trichoblast_Down"
"3601","AT2G47530","Elongation_Trichoblast",81.2,82.2,55,53.6,0.475,0.453,0.29,0.266,0.464,0.281,-0.589,6.09,20.8,5.11e-06,0.000179,1,"gtl1-WT","AT2G47530",NA,NA,"Down","Elongation_Trichoblast_Down"
"3602","AT2G47550","Elongation_Trichoblast",35.3,40.1,49.1,71.2,0.336,0.375,0.334,0.384,0.355,0.353,0.655,5.61,21.7,3.14e-06,0.000115,1,"gtl1-WT","PME20",NA,NA,"Up","Elongation_Trichoblast_Up"
"3603","AT2G47770","Elongation_Trichoblast",22.5,18.7,10.3,11.5,0.194,0.164,0.0877,0.0773,0.179,0.0838,-0.936,3.99,23.1,1.57e-06,6.23e-05,0.824,"gtl1-WT","TSPO",NA,NA,"Down","Elongation_Trichoblast_Down"
"3604","AT4G00330","Elongation_Trichoblast",28.3,25.9,15.5,14.5,0.266,0.243,0.123,0.114,0.255,0.119,-0.857,4.41,23.2,1.49e-06,5.92e-05,0.782,"gtl1-WT","CRCK2",NA,NA,"Down","Elongation_Trichoblast_Down"
"3605","AT4G00710","Elongation_Trichoblast",10.1,7.23,13.9,16.6,0.119,0.108,0.143,0.133,0.113,0.139,0.81,3.6,14.6,0.000135,0.00315,1,"gtl1-WT","BSK3",NA,NA,"Up","Elongation_Trichoblast_Up"
"3606","AT4G01410","Elongation_Trichoblast",38.2,30.2,54.4,57.4,0.271,0.253,0.319,0.307,0.263,0.314,0.712,5.5,24.7,6.82e-07,2.96e-05,0.357,"gtl1-WT","AT4G01410",NA,NA,"Up","Elongation_Trichoblast_Up"
"3607","AT4G01630","Elongation_Trichoblast",336,397,125,194,0.705,0.693,0.471,0.494,0.699,0.479,-1.23,8.04,167,4.04e-38,3.59e-35,2.13e-32,"gtl1-WT","EXPA17",NA,NA,"Down","Elongation_Trichoblast_Down"
"3608","AT4G01670","Elongation_Trichoblast",14.2,18.4,10.4,7.87,0.16,0.199,0.0852,0.0644,0.179,0.0774,-0.801,3.72,15,0.000107,0.00258,1,"gtl1-WT","AT4G01670",NA,NA,"Down","Elongation_Trichoblast_Down"
"3609","AT4G01810","Elongation_Trichoblast",7.93,9.5,13.9,14,0.101,0.127,0.133,0.118,0.113,0.127,0.687,3.55,10.3,0.00135,0.0213,1,"gtl1-WT","AT4G01810",NA,NA,"Up","Elongation_Trichoblast_Up"
"3610","AT4G01830","Elongation_Trichoblast",12.1,19.6,9.55,8.93,0.124,0.186,0.0813,0.0687,0.154,0.0766,-0.717,3.69,11.9,0.000562,0.0102,1,"gtl1-WT","ABCB5",NA,NA,"Down","Elongation_Trichoblast_Down"
"3611","AT4G02090","Elongation_Trichoblast",13.9,10.2,29.9,22.8,0.152,0.162,0.163,0.163,0.157,0.163,1.13,4.31,36.8,1.32e-09,9.17e-08,0.000691,"gtl1-WT","AT4G02090",NA,NA,"Up","Elongation_Trichoblast_Up"
"3612","AT4G02270","Elongation_Trichoblast",560,846,1080,1390,0.633,0.712,0.787,0.751,0.672,0.774,0.835,9.92,127,1.84e-29,9.63e-27,9.69e-24,"gtl1-WT","RHS13",NA,NA,"Up","Elongation_Trichoblast_Up"
"3613","AT4G02290","Elongation_Trichoblast",25.2,17.2,12.3,10.4,0.196,0.178,0.0942,0.0708,0.187,0.0854,-0.903,4.04,21.8,3.05e-06,0.000112,1,"gtl1-WT","AtGH9B13",NA,NA,"Down","Elongation_Trichoblast_Down"
"3614","AT4G02600","Elongation_Trichoblast",9.73,6.66,11.6,15.1,0.116,0.113,0.12,0.135,0.115,0.126,0.692,3.45,9.97,0.00159,0.0244,1,"gtl1-WT","MLO1",NA,NA,"Up","Elongation_Trichoblast_Up"
"3615","AT4G02640","Elongation_Trichoblast",14.4,12.8,10.3,6.59,0.168,0.154,0.0981,0.0579,0.161,0.083,-0.68,3.51,9.91,0.00164,0.025,1,"gtl1-WT","BZO2H1","BZO2H1","bZIP transcription factor family protein","Down","Elongation_Trichoblast_Down"
"3616","AT4G04700","Elongation_Trichoblast",7.21,7.51,13,16.8,0.093,0.121,0.142,0.137,0.107,0.14,1.01,3.5,21.1,4.37e-06,0.000156,1,"gtl1-WT","CPK27",NA,NA,"Up","Elongation_Trichoblast_Up"
"3617","AT4G04745","Elongation_Trichoblast",55.1,50.9,30.8,18.1,0.207,0.221,0.194,0.118,0.214,0.165,-1.12,5.29,55.2,1.15e-13,1.37e-11,6.03e-08,"gtl1-WT","AT4G04745",NA,NA,"Down","Elongation_Trichoblast_Down"
"3618","AT4G04760","Elongation_Trichoblast",7.93,6.66,9.35,18.9,0.0904,0.097,0.0903,0.131,0.0937,0.106,0.891,3.4,15.9,6.7e-05,0.00172,1,"gtl1-WT","AT4G04760",NA,NA,"Up","Elongation_Trichoblast_Up"
"3619","AT4G04930","Elongation_Trichoblast",4.68,3.83,11,12.1,0.062,0.0701,0.107,0.107,0.066,0.107,1.44,3.04,32.5,1.19e-08,6.95e-07,0.00626,"gtl1-WT","DES-1-LIKE",NA,NA,"Up","Elongation_Trichoblast_Up"
"3620","AT4G09030","Elongation_Trichoblast",42.9,26.1,85.5,58.5,0.235,0.191,0.323,0.296,0.214,0.313,1.07,5.76,59.3,1.41e-14,1.92e-12,7.44e-09,"gtl1-WT","AGP10",NA,NA,"Up","Elongation_Trichoblast_Up"
"3621","AT4G11210","Elongation_Trichoblast",39.6,15,67.5,27.2,0.152,0.0889,0.15,0.103,0.121,0.132,0.804,5.27,27.2,1.82e-07,8.76e-06,0.0953,"gtl1-WT","DIR14",NA,NA,"Up","Elongation_Trichoblast_Up"
"3622","AT4G11340","Elongation_Trichoblast",20.5,25.7,6.75,4.89,0.0801,0.132,0.0413,0.0279,0.106,0.0363,-1.93,3.88,83.5,6.99e-20,1.7e-17,3.68e-14,"gtl1-WT","AT4G11340",NA,NA,"Down","Elongation_Trichoblast_Down"
"3623","AT4G11370","Elongation_Trichoblast",23.6,19.1,11.3,15.3,0.227,0.248,0.111,0.124,0.237,0.116,-0.711,4.11,14.2,0.000162,0.00363,1,"gtl1-WT","RHA1A",NA,NA,"Down","Elongation_Trichoblast_Down"
"3624","AT4G11590","Elongation_Trichoblast",9.55,11.1,6.13,5.53,0.109,0.146,0.0619,0.0536,0.127,0.0588,-0.8,3.06,11,0.000896,0.015,1,"gtl1-WT","AT4G11590",NA,NA,"Down","Elongation_Trichoblast_Down"
"3625","AT4G12250","Elongation_Trichoblast",10.8,16.2,24.5,27.9,0.132,0.229,0.226,0.221,0.179,0.224,0.973,4.33,28.2,1.08e-07,5.38e-06,0.0567,"gtl1-WT","GAE5",NA,NA,"Up","Elongation_Trichoblast_Up"
"3626","AT4G12400","Elongation_Trichoblast",13.1,14.2,27.8,15.3,0.147,0.181,0.204,0.124,0.164,0.174,0.633,4.21,11.3,0.00079,0.0135,1,"gtl1-WT","HOP3",NA,NA,"Up","Elongation_Trichoblast_Up"
"3627","AT4G13390","Elongation_Trichoblast",85.2,170,163,218,0.413,0.544,0.466,0.506,0.478,0.481,0.636,7.31,36.5,1.56e-09,1.06e-07,0.00082,"gtl1-WT","AT4G13390",NA,NA,"Up","Elongation_Trichoblast_Up"
"3628","AT4G13580","Elongation_Trichoblast",8.11,4.54,33.4,21.9,0.0749,0.0809,0.119,0.0923,0.0778,0.109,2.14,4.16,107,4.94e-25,1.83e-22,2.6e-19,"gtl1-WT","DIR18",NA,NA,"Up","Elongation_Trichoblast_Up"
"3629","AT4G13660","Elongation_Trichoblast",29.5,20.4,48,44.4,0.284,0.243,0.305,0.268,0.264,0.291,0.899,5.17,34.3,4.75e-09,2.99e-07,0.00249,"gtl1-WT","PRR2",NA,NA,"Up","Elongation_Trichoblast_Up"
"3630","AT4G13860","Elongation_Trichoblast",16.8,7.23,5.92,4.47,0.127,0.0997,0.0632,0.0429,0.113,0.0556,-1.21,3.12,24.6,7.09e-07,3.07e-05,0.371,"gtl1-WT","AT4G13860",NA,NA,"Down","Elongation_Trichoblast_Down"
"3631","AT4G14270","Elongation_Trichoblast",11.7,9.64,20.2,18.1,0.121,0.108,0.17,0.133,0.115,0.156,0.844,3.94,18.2,1.99e-05,0.000595,1,"gtl1-WT","CID2",NA,NA,"Up","Elongation_Trichoblast_Up"
"3632","AT4G14560","Elongation_Trichoblast",9.73,6.1,22.8,22.8,0.0879,0.0836,0.157,0.129,0.0858,0.147,1.54,3.98,57.3,3.94e-14,4.96e-12,2.07e-08,"gtl1-WT","IAA1","IAA1","indole-3-acetic acid inducible","Up","Elongation_Trichoblast_Up"
"3633","AT4G14640","Elongation_Trichoblast",13.1,14.2,33.7,31.7,0.145,0.175,0.241,0.21,0.16,0.23,1.26,4.57,51.2,8.52e-13,9.61e-11,4.48e-07,"gtl1-WT","CML8",NA,NA,"Up","Elongation_Trichoblast_Up"
"3634","AT4G15120","Elongation_Trichoblast",9.73,8.51,16.4,14.5,0.0956,0.113,0.123,0.127,0.104,0.124,0.758,3.67,13.1,0.000292,0.00595,1,"gtl1-WT","AT4G15120",NA,NA,"Up","Elongation_Trichoblast_Up"
"3635","AT4G15765","Elongation_Trichoblast",12.8,10.5,6.13,7.44,0.127,0.111,0.0555,0.0622,0.119,0.058,-0.803,3.22,12.1,0.000502,0.0093,1,"gtl1-WT","AT4G15765",NA,NA,"Down","Elongation_Trichoblast_Down"
"3636","AT4G16500","Elongation_Trichoblast",159,212,277,309,0.765,0.83,0.825,0.796,0.797,0.814,0.675,7.9,49.9,1.66e-12,1.8e-10,8.74e-07,"gtl1-WT","CYS4",NA,NA,"Up","Elongation_Trichoblast_Up"
"3637","AT4G17340","Elongation_Trichoblast",754,1160,444,592,0.86,0.903,0.67,0.745,0.881,0.698,-0.868,9.53,126,4e-29,2.04e-26,2.11e-23,"gtl1-WT","TIP2-2",NA,NA,"Down","Elongation_Trichoblast_Down"
"3638","AT4G17670","Elongation_Trichoblast",30.6,17.2,18.6,11.1,0.217,0.181,0.143,0.0815,0.199,0.12,-0.684,4.3,13.9,0.000195,0.00422,1,"gtl1-WT","FLZ2",NA,NA,"Down","Elongation_Trichoblast_Down"
"3639","AT4G19030","Elongation_Trichoblast",552,451,821,989,0.806,0.806,0.917,0.903,0.806,0.912,0.852,9.46,118,1.76e-27,8.17e-25,9.28e-22,"gtl1-WT","NIP1-1",NA,NA,"Up","Elongation_Trichoblast_Up"
"3640","AT4G19230","Elongation_Trichoblast",659,1060,418,653,0.832,0.93,0.759,0.837,0.88,0.788,-0.679,9.45,75.9,3.14e-18,6.75e-16,1.65e-12,"gtl1-WT","CYP707A1",NA,NA,"Down","Elongation_Trichoblast_Down"
"3641","AT4G19520","Elongation_Trichoblast",11.3,7.66,14.8,16,0.101,0.097,0.124,0.0923,0.0989,0.112,0.696,3.67,11.2,0.000835,0.0141,1,"gtl1-WT","AT4G19520",NA,NA,"Up","Elongation_Trichoblast_Up"
"3642","AT4G19680","Elongation_Trichoblast",15.9,31.8,35.2,37,0.165,0.307,0.197,0.187,0.235,0.193,0.66,4.93,16.8,4.09e-05,0.00112,1,"gtl1-WT","IRT2",NA,NA,"Up","Elongation_Trichoblast_Up"
"3643","AT4G19960","Elongation_Trichoblast",9.73,16.3,7.06,9.14,0.121,0.194,0.0748,0.088,0.157,0.0798,-0.65,3.43,8.69,0.0032,0.043,1,"gtl1-WT","KUP9",NA,NA,"Down","Elongation_Trichoblast_Down"
"3644","AT4G21960","Elongation_Trichoblast",47.4,32.9,79.9,70.2,0.287,0.294,0.348,0.277,0.29,0.322,0.915,5.86,45.4,1.61e-11,1.48e-09,8.46e-06,"gtl1-WT","PER42",NA,NA,"Up","Elongation_Trichoblast_Up"
"3645","AT4G22212","Elongation_Trichoblast",36,17,86.5,49.8,0.176,0.156,0.298,0.215,0.166,0.267,1.39,5.6,90.5,2.06e-21,5.78e-19,1.09e-15,"gtl1-WT","AT4G22212",NA,NA,"Up","Elongation_Trichoblast_Up"
"3646","AT4G22214","Elongation_Trichoblast",1180,1200,1760,2400,0.935,0.887,0.912,0.957,0.912,0.929,0.788,10.7,135,3.68e-31,2.09e-28,1.94e-25,"gtl1-WT","AT4G22214",NA,NA,"Up","Elongation_Trichoblast_Up"
"3647","AT4G22230","Elongation_Trichoblast",6.48,7.37,18.5,8.51,0.0594,0.0916,0.124,0.0644,0.0752,0.102,0.921,3.48,16.7,4.44e-05,0.0012,1,"gtl1-WT","AT4G22230",NA,NA,"Up","Elongation_Trichoblast_Up"
"3648","AT4G22270","Elongation_Trichoblast",7.75,9.64,4.78,2.98,0.0956,0.151,0.049,0.0236,0.123,0.0395,-1.1,2.73,17,3.74e-05,0.00103,1,"gtl1-WT","MRB1",NA,NA,"Down","Elongation_Trichoblast_Down"
"3649","AT4G22666","Elongation_Trichoblast",1480,1320,1950,2330,0.997,0.995,0.948,0.979,0.996,0.96,0.607,10.8,82.7,1.04e-19,2.51e-17,5.5e-14,"gtl1-WT","AT4G22666",NA,NA,"Up","Elongation_Trichoblast_Up"
"3650","AT4G22758","Elongation_Trichoblast",18.2,21.3,30.8,32.8,0.181,0.216,0.19,0.178,0.198,0.185,0.692,4.71,17.2,3.39e-05,0.000944,1,"gtl1-WT","AT4G22758",NA,NA,"Up","Elongation_Trichoblast_Up"
