"","gene","cluster_id","sc_2.cpm","sc_43.cpm","sc_50.cpm","sc_5.cpm","sc_46.cpm","sc_49.cpm","sc_2.frq","sc_43.frq","sc_50.frq","sc_5.frq","sc_46.frq","sc_49.frq","BRZ.frq","BL.frq","logFC","logCPM","F","p_val","p_adj.loc","p_adj.glb","contrast","Name","TF_Name","Description","up_dn_label","clust_up_dn"
"1069","AT5G61350","all",8.56,5.76,6.07,5.4,2.97,3.78,0.0507,0.0309,0.0374,0.0329,0.0226,0.0225,0.0394,0.0271,-0.761,2.44,29.6,0.000564,0.00902,1,"BL-BRZ","AT5G61350",NA,NA,"Down","all_Down"
"1070","AT5G61420","all",0.276,0.479,0.67,2.79,2.53,4.63,0.0028,0.00563,0.00806,0.016,0.0235,0.0319,0.00522,0.0224,2.85,0.933,92,9.6e-06,0.000816,0.225,"BL-BRZ","MYB28","MYB28","myb domain protein 28","Up","all_Up"
"1071","AT5G61560","all",5.69,2.44,3.44,3.24,1.3,1.89,0.0596,0.0228,0.0344,0.0294,0.0148,0.0215,0.0384,0.0229,-0.858,1.59,18.5,0.00245,0.0227,1,"BL-BRZ","AT5G61560",NA,NA,"Down","all_Down"
"1072","AT5G61570","all",4.92,3.76,3.82,10.8,9.72,11.6,0.0489,0.0378,0.0432,0.0815,0.0917,0.107,0.0429,0.091,1.37,2.9,98.8,7.31e-06,0.000714,0.171,"BL-BRZ","AT5G61570",NA,NA,"Up","all_Up"
"1073","AT5G61590","all",8.65,6.12,6.26,24.6,23.6,20.2,0.0708,0.048,0.056,0.142,0.149,0.132,0.0579,0.142,1.72,3.9,204,4.32e-07,0.000174,0.0102,"BL-BRZ","ERF107","AT5G61590","Integrase-type DNA-binding superfamily protein","Up","all_Up"
"1074","AT5G61600","all",19.3,24.7,30.8,30.7,40.4,41.9,0.153,0.155,0.194,0.189,0.238,0.249,0.163,0.22,0.603,4.97,31.7,0.000447,0.00776,1,"BL-BRZ","ERF104","ERF104","ethylene response factor 104","Up","all_Up"
"1075","AT5G61790","all",242,274,241,397,361,405,0.542,0.519,0.49,0.666,0.654,0.655,0.52,0.66,0.621,8.32,31.9,0.000438,0.00766,1,"BL-BRZ","CNX1",NA,NA,"Up","all_Up"
"1076","AT5G62130","all",14.9,10.8,11.5,11.2,6.86,6.81,0.141,0.106,0.13,0.0989,0.0887,0.0825,0.124,0.0916,-0.611,3.38,27.5,0.000711,0.0105,1,"BL-BRZ","AT5G62130",NA,NA,"Down","all_Down"
"1077","AT5G62140","all",3.62,2.22,3.2,0.668,0.589,0.775,0.0399,0.024,0.037,0.00644,0.00759,0.0112,0.0326,0.00799,-2.14,0.896,91.1,9.97e-06,0.000823,0.233,"BL-BRZ","AT5G62140",NA,NA,"Down","all_Down"
"1078","AT5G62150","all",5.71,1.78,2.7,8.87,6.13,9,0.0578,0.0203,0.033,0.0722,0.0568,0.0734,0.0364,0.0678,1.38,2.51,24,0.00111,0.0137,1,"BL-BRZ","AT5G62150",NA,NA,"Up","all_Up"
"1079","AT5G62170","all",1.76,4.55,3,0.757,1.92,1.88,0.0182,0.0384,0.0316,0.00725,0.0196,0.017,0.0298,0.0135,-1.06,1.22,29.8,0.000549,0.00888,1,"BL-BRZ","AT5G62170",NA,NA,"Down","all_Down"
"1080","AT5G62210","all",92.9,44.4,41.1,38.7,28.8,22.2,0.156,0.115,0.104,0.13,0.13,0.105,0.127,0.124,-0.918,5.48,39.4,0.000212,0.00508,1,"BL-BRZ","AT5G62210",NA,NA,"Down","all_Down"
"1081","AT5G62310","all",18.5,10.3,10.6,10.6,5.53,8.46,0.0736,0.0495,0.0602,0.0531,0.0349,0.0337,0.0604,0.0426,-0.659,3.42,16,0.00376,0.0301,1,"BL-BRZ","IRE",NA,NA,"Down","all_Down"
"1082","AT5G62420","all",1.88,4.05,4.72,7.16,7.88,7.97,0.0185,0.0299,0.0421,0.0487,0.0518,0.0587,0.0288,0.0522,1.2,2.49,29.7,0.000554,0.00893,1,"BL-BRZ","AT5G62420",NA,NA,"Up","all_Up"
"1083","AT5G62480","all",24.4,4.12,5.15,1.88,1.16,1.77,0.146,0.032,0.0456,0.0172,0.0148,0.0176,0.0752,0.0165,-2.35,2.68,33.7,0.000363,0.00684,1,"BL-BRZ","GSTU9",NA,NA,"Down","all_Down"
"1084","AT5G62630","all",6.07,5.28,5.07,3.21,2.45,3,0.0398,0.045,0.0527,0.0207,0.0225,0.0261,0.045,0.0226,-0.923,2.07,44.4,0.00014,0.00385,1,"BL-BRZ","HIPL2",NA,NA,"Down","all_Down"
"1085","AT5G62720","all",9.31,15.2,19.1,7.3,8.91,9.55,0.0706,0.109,0.145,0.0551,0.0795,0.0858,0.104,0.0703,-0.715,3.53,21.9,0.00148,0.0164,1,"BL-BRZ","AT5G62720",NA,NA,"Down","all_Down"
"1086","AT5G63270","all",177,131,181,94.8,98.8,124,0.151,0.0888,0.0955,0.132,0.0654,0.0662,0.112,0.095,-0.624,7.07,14.7,0.00475,0.035,1,"BL-BRZ","AT5G63270",NA,NA,"Down","all_Down"
"1087","AT5G63350","all",30.2,31.4,27.5,15.8,12.9,8.17,0.138,0.13,0.112,0.0934,0.0796,0.0534,0.129,0.079,-1.3,4.39,47.2,0.000113,0.00339,1,"BL-BRZ","AT5G63350",NA,NA,"Down","all_Down"
"1088","AT5G63530","all",12.8,20.9,16.2,6.59,9.63,8.28,0.117,0.135,0.124,0.0529,0.0859,0.0745,0.126,0.0685,-1.02,3.63,58.3,5.29e-05,0.00219,1,"BL-BRZ","HIPP07",NA,NA,"Down","all_Down"
"1089","AT5G63650","all",17.5,24.4,26.5,31.5,42.9,33.8,0.149,0.156,0.161,0.204,0.226,0.199,0.155,0.209,0.679,4.88,32,0.000432,0.00763,1,"BL-BRZ","SRK2H",NA,NA,"Up","all_Up"
"1090","AT5G63800","all",42.4,46.2,39.8,106,73.2,69.5,0.162,0.156,0.142,0.265,0.216,0.177,0.155,0.228,0.927,5.97,43.4,0.000152,0.00406,1,"BL-BRZ","BGAL6",NA,NA,"Up","all_Up"
"1091","AT5G64110","all",0.0395,0.145,0.0924,0.698,0.359,0.895,0.000532,0.00135,0.00118,0.00572,0.00467,0.00727,0.00102,0.00579,2.8,-1.37,30.2,0.000523,0.00858,1,"BL-BRZ","PER70",NA,NA,"Up","all_Up"
"1092","AT5G64170","all",18.2,14.1,18.2,13.1,9.82,10.2,0.164,0.128,0.176,0.106,0.115,0.114,0.152,0.11,-0.617,3.8,23.7,0.00115,0.0139,1,"BL-BRZ","LNK1",NA,NA,"Down","all_Down"
"1093","AT5G64210","all",2.08,1.83,2.22,0.973,0.883,0.753,0.0186,0.0175,0.0234,0.00838,0.00993,0.00763,0.0193,0.00866,-1.23,0.561,45.6,0.000127,0.00366,1,"BL-BRZ","AOX2",NA,NA,"Down","all_Down"
"1094","AT5G64240","all",98.1,86.7,86,91,44.9,52.8,0.48,0.313,0.358,0.424,0.245,0.238,0.382,0.322,-0.585,6.26,14.1,0.00537,0.038,1,"BL-BRZ","AMC3",NA,NA,"Down","all_Down"
"1095","AT5G64260","all",759,861,930,566,398,437,0.902,0.796,0.848,0.849,0.671,0.617,0.845,0.736,-0.877,9.36,32.5,0.000411,0.00741,1,"BL-BRZ","EXL2",NA,NA,"Down","all_Down"
"1096","AT5G64280","all",7.73,7.52,7.2,5.59,4.15,5.27,0.0869,0.0785,0.0916,0.0512,0.0556,0.0697,0.0846,0.0572,-0.585,2.65,18,0.00266,0.024,1,"BL-BRZ","DIT2-2",NA,NA,"Down","all_Down"
"1097","AT5G64620","all",33.4,13,8.64,41.6,25.8,24.1,0.104,0.0518,0.046,0.164,0.113,0.08,0.0688,0.127,0.906,4.61,18.6,0.0024,0.0224,1,"BL-BRZ","C/VIF2",NA,NA,"Up","all_Up"
"1098","AT5G64630","all",1.17,1.52,1.34,1.87,2.13,2.12,0.0133,0.0169,0.0175,0.0172,0.0279,0.0245,0.0158,0.0223,0.601,0.777,14.3,0.00512,0.0369,1,"BL-BRZ","FAS2",NA,NA,"Up","all_Up"
"1099","AT5G64690","all",3.92,3.07,3.96,7.65,4.78,4.85,0.0252,0.0246,0.0293,0.0389,0.0351,0.0341,0.0259,0.0365,0.627,2.24,14.3,0.0051,0.0368,1,"BL-BRZ","AT5G64690",NA,NA,"Up","all_Up"
"1100","AT5G64940","all",18.1,15,14.8,15.5,8.73,7.98,0.146,0.129,0.148,0.116,0.101,0.0906,0.139,0.105,-0.63,3.74,19.2,0.0022,0.0213,1,"BL-BRZ","ATATH13",NA,NA,"Down","all_Down"
"1101","AT5G65040","all",18.5,21.9,26.6,38.2,38.5,41.6,0.123,0.139,0.178,0.137,0.198,0.202,0.142,0.172,0.831,4.95,50.8,8.68e-05,0.00296,1,"BL-BRZ","IRM1",NA,NA,"Up","all_Up"
"1102","AT5G65140","all",19.5,17.6,26,13.2,7.06,13.6,0.0824,0.0615,0.081,0.0473,0.0269,0.0364,0.0734,0.0382,-0.903,4.02,12.5,0.00728,0.0467,1,"BL-BRZ","TPPJ",NA,NA,"Down","all_Down"
"1103","AT5G65158","all",1.36,0.744,0.843,0.6,0.212,0.437,0.0138,0.00766,0.00924,0.00531,0.00263,0.00514,0.0102,0.00444,-1.26,-0.478,19.4,0.00212,0.0208,1,"BL-BRZ","PLAT3",NA,NA,"Down","all_Down"
"1104","AT5G65160","all",30.7,15.2,16.8,17.1,10.2,13.1,0.102,0.0694,0.0855,0.0854,0.0578,0.0601,0.0848,0.0705,-0.588,4.1,18.4,0.0025,0.0229,1,"BL-BRZ","TPR14",NA,NA,"Down","all_Down"
"1105","AT5G65270","all",39.7,30.2,30.1,54.3,49.7,50.6,0.228,0.202,0.226,0.276,0.31,0.305,0.217,0.294,0.641,5.41,42.8,0.000159,0.00419,1,"BL-BRZ","RABA4A",NA,NA,"Up","all_Up"
"1106","AT5G65280","all",27.8,36.6,49.9,19,29.1,27.8,0.13,0.106,0.122,0.0938,0.0932,0.083,0.118,0.0909,-0.585,4.99,22.1,0.00143,0.016,1,"BL-BRZ","GCL1",NA,NA,"Down","all_Down"
"1107","AT5G65300","all",558,548,658,265,311,350,0.763,0.537,0.615,0.591,0.449,0.416,0.635,0.503,-0.937,8.81,60.4,4.63e-05,0.00202,1,"BL-BRZ","AT5G65300",NA,NA,"Down","all_Down"
"1108","AT5G65380","all",57.9,32,31.9,32.1,26,19,0.209,0.116,0.116,0.16,0.137,0.1,0.148,0.138,-0.621,5.05,20.6,0.00177,0.0185,1,"BL-BRZ","DTX27",NA,NA,"Down","all_Down"
"1109","AT5G65390","all",422,465,531,678,895,844,0.526,0.535,0.548,0.693,0.713,0.675,0.535,0.695,0.762,9.32,49.8,9.35e-05,0.00307,1,"BL-BRZ","AGP7",NA,NA,"Up","all_Up"
"1110","AT5G65640","all",36.7,57.3,55.6,64.3,89.5,68.7,0.199,0.19,0.177,0.298,0.289,0.232,0.19,0.279,0.593,5.96,21.1,0.00165,0.0176,1,"BL-BRZ","BHLH93","bHLH093","beta HLH protein 93","Up","all_Up"
"1111","AT5G65690","all",72.8,103,85,155,146,137,0.239,0.233,0.23,0.472,0.311,0.295,0.235,0.378,0.751,6.86,29.7,0.000553,0.00893,1,"BL-BRZ","PCK2",NA,NA,"Up","all_Up"
"1112","AT5G65800","all",0.681,1.13,1.21,3.55,3.91,6.31,0.00759,0.0103,0.0136,0.0292,0.0371,0.049,0.0101,0.0366,2.2,1.49,107,5.34e-06,6e-04,0.125,"BL-BRZ","ACS5",NA,NA,"Up","all_Up"
"1113","AT5G65810","all",62.2,74.8,77.2,104,116,106,0.305,0.273,0.265,0.398,0.396,0.371,0.282,0.39,0.612,6.49,36.7,0.000273,0.00576,1,"BL-BRZ","CGR3",NA,NA,"Up","all_Up"
"1114","AT5G65970","all",1.12,1.43,1.59,2.58,2.07,2.96,0.013,0.0167,0.0258,0.0237,0.0291,0.038,0.0176,0.029,0.891,0.982,19.5,0.00209,0.0206,1,"BL-BRZ","MLO10",NA,NA,"Up","all_Up"
"1115","AT5G65990","all",86,70.2,62.4,37.2,25.5,23,0.37,0.295,0.319,0.224,0.194,0.166,0.327,0.2,-1.37,5.66,161,1.11e-06,0.000296,0.0263,"BL-BRZ","AVT3A",NA,NA,"Down","all_Down"
"1116","AT5G66000","all",7.67,5.3,4.48,3.53,3.52,2.47,0.0739,0.0538,0.0519,0.0306,0.041,0.033,0.0604,0.0344,-0.847,2.18,22,0.00146,0.0162,1,"BL-BRZ","AT5G66000",NA,NA,"Down","all_Down"
"1117","AT5G66005","all",7.01,10.8,10.1,4.74,6.31,5.73,0.0732,0.0945,0.0975,0.043,0.0733,0.0672,0.0878,0.0585,-0.717,2.9,34.2,0.000344,0.00663,1,"BL-BRZ","AT5G66005",NA,NA,"Down","all_Down"
"1118","AT5G66080","all",32.5,33.5,33.1,5.14,6.34,7.01,0.193,0.188,0.196,0.0453,0.073,0.0791,0.191,0.0624,-2.43,4.29,446,1.87e-08,5.9e-05,0.000442,"BL-BRZ","AT5G66080",NA,NA,"Down","all_Down"
"1119","AT5G66160","all",15.7,16.5,18.3,9.92,11.9,11.2,0.151,0.152,0.192,0.0902,0.14,0.137,0.161,0.118,-0.614,3.8,35.7,0.000299,0.00611,1,"BL-BRZ","RMR1","RMR1","receptor homology region transmembrane domain ring H2 motif protein 1","Down","all_Down"
"1120","AT5G66170","all",101,126,113,39.6,39.5,45.7,0.466,0.364,0.37,0.247,0.264,0.258,0.401,0.255,-1.44,6.27,177,7.57e-07,0.000224,0.0179,"BL-BRZ","STR18",NA,NA,"Down","all_Down"
"1121","AT5G66400","all",20.3,13.2,15.9,8.52,8.31,8.68,0.0616,0.033,0.0334,0.0352,0.018,0.0168,0.0431,0.0253,-0.935,3.64,45.3,0.000131,0.00371,1,"BL-BRZ","RAB18",NA,NA,"Down","all_Down"
"1122","AT5G66460","all",9.69,13.3,10.9,26.1,22.4,22.1,0.0856,0.0988,0.0918,0.152,0.147,0.139,0.0925,0.147,1.06,4.12,55.2,6.43e-05,0.00248,1,"BL-BRZ","MAN7",NA,NA,"Up","all_Up"
"1123","AT5G66570","all",11.3,14.3,14.7,9.35,7.09,9.08,0.0751,0.0889,0.092,0.059,0.0632,0.0768,0.0848,0.0648,-0.655,3.46,17.4,0.00292,0.0255,1,"BL-BRZ","PSBO1",NA,NA,"Down","all_Down"
"1124","AT5G66590","all",60,98.7,86.4,31.4,43.5,34.9,0.231,0.218,0.207,0.16,0.183,0.161,0.22,0.168,-1.14,5.89,80.2,1.62e-05,0.00108,0.377,"BL-BRZ","AT5G66590",NA,NA,"Down","all_Down"
"1125","AT5G66600","all",6.22,8.3,8.65,12.1,11.3,11.9,0.0486,0.0605,0.0645,0.0604,0.0736,0.0764,0.0573,0.0685,0.62,3.29,20.8,0.00172,0.0181,1,"BL-BRZ","AT5G66600",NA,NA,"Up","all_Up"
"1126","AT5G66595","all",1.04,1.69,2.16,0.541,0.69,0.644,0.0129,0.0159,0.0232,0.00511,0.00906,0.00887,0.0166,0.00727,-1.34,0.192,37.5,0.000253,0.00551,1,"BL-BRZ","AT5G66595",NA,NA,"Down","all_Down"
"1127","AT5G66780","all",18.6,17.2,15.4,6.94,4.21,2.27,0.119,0.0755,0.0753,0.0448,0.0288,0.02,0.0907,0.0336,-2.02,3.43,59.3,4.95e-05,0.0021,1,"BL-BRZ","AT5G66780",NA,NA,"Down","all_Down"
"1128","AT5G66920","all",91.5,92,74.1,175,129,127,0.389,0.384,0.385,0.559,0.558,0.518,0.386,0.548,0.729,6.84,35.2,0.000314,0.00626,1,"BL-BRZ","sks17",NA,NA,"Up","all_Up"
"1129","AT5G67020","all",3.54,3.49,3.49,3,1.8,1.85,0.0415,0.0348,0.0383,0.027,0.0231,0.0243,0.038,0.0251,-0.7,1.53,15.4,0.00414,0.0321,1,"BL-BRZ","AT5G67020",NA,NA,"Down","all_Down"
"1130","AT5G67030","all",12.4,13.7,14.3,6.62,6.3,6.9,0.12,0.108,0.119,0.0573,0.0679,0.0621,0.115,0.0618,-1.02,3.33,81.8,1.5e-05,0.00105,0.351,"BL-BRZ","ZEP","ABA1","zeaxanthin epoxidase (ZEP) (ABA1)","Down","all_Down"
"1131","AT5G67160","all",11.4,10.9,9.45,17.1,16.9,15.1,0.0789,0.0808,0.081,0.0835,0.112,0.105,0.0802,0.0979,0.628,3.75,32,0.000432,0.00763,1,"BL-BRZ","EPS1",NA,NA,"Up","all_Up"
"1132","AT5G67230","all",10.7,6.98,10.7,6.37,3.6,3.93,0.026,0.0355,0.0383,0.021,0.0223,0.0204,0.0328,0.0213,-1.06,2.82,31.6,0.000451,0.00779,1,"BL-BRZ","IRX14H",NA,NA,"Down","all_Down"
"1133","AT5G67390","all",23.7,31.3,38.3,60.7,97,85.6,0.15,0.165,0.207,0.249,0.353,0.352,0.17,0.307,1.38,5.81,148,1.53e-06,0.00034,0.0362,"BL-BRZ","AT5G67390",NA,NA,"Up","all_Up"
"1134","AT5G67450","all",5.94,5.06,5.46,10.5,13.6,13.6,0.0543,0.0451,0.0486,0.0752,0.101,0.107,0.0491,0.0914,1.19,3.18,69.2,2.81e-05,0.00153,0.654,"BL-BRZ","AZF1","ZF1","zinc-finger protein 1","Up","all_Up"
"1135","AT5G67620","all",8.12,15,17,30.3,45.1,52.2,0.0675,0.0965,0.102,0.167,0.144,0.144,0.0876,0.154,1.7,4.81,217,3.38e-07,0.000151,0.008,"BL-BRZ","AT5G67620",NA,NA,"Up","all_Up"
"1136","AT3G01190","all",173,163,149,400,380,493,0.209,0.197,0.198,0.481,0.317,0.306,0.202,0.386,1.39,8.2,106,5.51e-06,6e-04,0.129,"BL-BRZ","PER27",NA,NA,"Up","all_Up"
"1137","AT3G01290","all",76.7,70.1,79.5,119,94.2,136,0.305,0.23,0.321,0.454,0.301,0.326,0.278,0.374,0.627,6.58,18.5,0.00245,0.0227,1,"BL-BRZ","HIR3",NA,NA,"Up","all_Up"
"1138","AT3G01330","all",2.14,3.16,2.96,3.54,4.95,4.11,0.0226,0.0304,0.0289,0.03,0.0513,0.0381,0.0273,0.0386,0.618,1.81,18.4,0.00248,0.0229,1,"BL-BRZ","E2FF","DEL3","DP-E2F-like protein 3","Up","all_Up"
"1139","AT3G01760","all",0.513,0.513,0.797,0.963,1.34,1.81,0.00599,0.0062,0.012,0.00899,0.0174,0.0232,0.0075,0.0152,1.16,0.00813,21.7,0.00152,0.0167,1,"BL-BRZ","AT3G01760",NA,NA,"Up","all_Up"
"1140","AT3G01770","all",13.8,13.5,12.3,8.76,8.19,8.72,0.143,0.126,0.135,0.079,0.102,0.106,0.134,0.0928,-0.625,3.45,33.5,0.000371,0.00692,1,"BL-BRZ","GTE11",NA,NA,"Down","all_Down"
"1141","AT3G01810","all",18.6,17.6,14.8,12,9.76,11,0.148,0.148,0.154,0.0948,0.118,0.119,0.149,0.108,-0.639,3.81,31.6,0.000453,0.0078,1,"BL-BRZ","AT3G01810",NA,NA,"Down","all_Down"
"1142","AT3G01890","all",2.51,3.45,2.66,1.73,2,1.98,0.0306,0.0388,0.0374,0.0179,0.0267,0.0271,0.0356,0.0229,-0.593,1.27,13.6,0.00581,0.0401,1,"BL-BRZ","AT3G01890","AT3G01890","SWIB/MDM2 domain superfamily protein","Down","all_Down"
"1143","AT3G01970","all",12.6,6.71,9.74,3.6,0.874,0.983,0.0871,0.0441,0.0627,0.0286,0.00993,0.0121,0.0635,0.0187,-2.66,2.53,81.5,1.52e-05,0.00105,0.354,"BL-BRZ","WRKY45","WRKY45","WRKY DNA-binding protein 45","Down","all_Down"
"1144","AT3G01980","all",21.7,22.5,26.7,12.2,16.2,11.6,0.149,0.144,0.167,0.0897,0.127,0.107,0.151,0.105,-0.823,4.21,33.7,0.000362,0.00684,1,"BL-BRZ","AT3G01980",NA,NA,"Down","all_Down"
"1145","AT3G02170","all",25.7,20.7,23.1,53.7,31.3,29.4,0.206,0.16,0.178,0.297,0.245,0.232,0.18,0.264,0.67,4.94,24.9,0.000989,0.0128,1,"BL-BRZ","LNG2",NA,NA,"Up","all_Up"
"1146","AT3G02240","all",6.05,14,16.8,12.6,22.3,30.6,0.0403,0.0565,0.0698,0.0705,0.0748,0.0818,0.054,0.0747,0.87,4.09,34.1,0.000349,0.00668,1,"BL-BRZ","RGF7",NA,NA,"Up","all_Up"
"1147","AT3G02410","all",2.38,0.813,1.18,3.18,1.72,1.94,0.0237,0.00902,0.0159,0.0289,0.0231,0.0234,0.0158,0.0257,0.721,0.917,12.7,0.00709,0.0459,1,"BL-BRZ","ICMEL2",NA,NA,"Up","all_Up"
"1148","AT3G02460","all",18.2,15.2,18.4,28.8,25,31.2,0.151,0.133,0.178,0.192,0.224,0.254,0.15,0.218,0.717,4.51,33.8,0.00036,0.00682,1,"BL-BRZ","AT3G02460",NA,NA,"Up","all_Up"
"1149","AT3G02480","all",244,219,216,172,136,121,0.434,0.318,0.328,0.429,0.277,0.234,0.361,0.333,-0.671,7.53,38.4,0.000233,0.00529,1,"BL-BRZ","AT3G02480",NA,NA,"Down","all_Down"
"1150","AT3G02620","all",1.17,6.22,7.36,4.01,10.6,13.3,0.0138,0.0453,0.0519,0.0352,0.0888,0.0999,0.0359,0.0681,1.1,2.83,27.3,0.000735,0.0107,1,"BL-BRZ","AT3G02620",NA,NA,"Up","all_Up"
"1151","AT3G02820","all",2.79,5.82,5.98,5.16,10.5,8.49,0.0238,0.0421,0.0413,0.0346,0.067,0.0605,0.0355,0.0511,0.75,2.69,31,0.000481,0.0081,1,"BL-BRZ","AT3G02820",NA,NA,"Up","all_Up"
"1152","AT3G03290","all",6.45,4.44,4.87,3.27,3.4,3.47,0.0482,0.0382,0.045,0.0264,0.033,0.0339,0.0433,0.0303,-0.619,2.12,15.9,0.00379,0.0303,1,"BL-BRZ","AT3G03290",NA,NA,"Down","all_Down"
"1153","AT3G03620","all",1.12,0.282,0.37,0.197,0.11,0.175,0.0116,0.00293,0.00393,0.00194,0.00161,0.00195,0.00619,0.00184,-1.7,-1.35,19.8,0.002,0.02,1,"BL-BRZ","DTX24",NA,NA,"Down","all_Down"
"1154","AT3G03630","all",3.21,2.29,2.01,1.65,1.67,1.32,0.0339,0.025,0.0244,0.0149,0.0207,0.017,0.028,0.0172,-0.669,1.03,13.6,0.00585,0.0402,1,"BL-BRZ","CS26",NA,NA,"Down","all_Down"
"1155","AT3G03780","all",215,235,260,114,123,129,0.418,0.484,0.483,0.328,0.416,0.385,0.461,0.37,-0.957,7.49,91.4,9.86e-06,0.00082,0.231,"BL-BRZ","MS2",NA,NA,"Down","all_Down"
"1156","AT3G04060","all",28,18,21.6,33,28.5,39.1,0.196,0.118,0.175,0.203,0.181,0.196,0.158,0.195,0.594,4.81,13.4,0.00616,0.0417,1,"BL-BRZ","anac046","NAC046","NAC domain containing protein 46","Up","all_Up"
"1157","AT3G04240","all",82.8,81.2,88.6,61.3,49.1,55.6,0.481,0.379,0.447,0.367,0.36,0.35,0.431,0.361,-0.61,6.12,31.4,0.000459,0.00785,1,"BL-BRZ","SEC",NA,NA,"Down","all_Down"
"1158","AT3G04530","all",41.4,32.7,30,73.1,52.6,43.2,0.17,0.142,0.149,0.26,0.233,0.189,0.153,0.234,0.681,5.51,36.8,0.00027,0.00573,1,"BL-BRZ","PPCK2",NA,NA,"Up","all_Up"
"1159","AT3G04765","all",0.889,0.496,0.635,1.9,1.19,0.863,0.0105,0.0062,0.00963,0.018,0.0172,0.0122,0.00852,0.0163,0.947,0.0217,18.4,0.00248,0.0229,1,"BL-BRZ","MIR167C",NA,NA,"Up","all_Up"
"1160","AT3G05150","all",27.2,17.7,14.5,43.8,34.9,28,0.103,0.074,0.0603,0.181,0.163,0.133,0.0808,0.163,0.873,4.79,45,0.000134,0.00376,1,"BL-BRZ","AT3G05150",NA,NA,"Up","all_Up"
"1161","AT3G05390","all",26.7,16,19.2,37.2,25.5,29.7,0.224,0.127,0.159,0.245,0.194,0.208,0.169,0.22,0.59,4.69,27,0.000758,0.0109,1,"BL-BRZ","AT3G05390",NA,NA,"Up","all_Up"
"1162","AT3G05640","all",1.2,1.18,0.993,2.16,1.41,1.85,0.013,0.0128,0.0128,0.0187,0.019,0.0223,0.0129,0.0197,0.666,0.571,12.1,0.00794,0.0494,1,"BL-BRZ","AT3G05640",NA,NA,"Up","all_Up"
"1163","AT3G05685","all",7.07,5.69,6.99,2.7,3.22,2.86,0.0619,0.0436,0.0556,0.0243,0.0367,0.031,0.0529,0.0298,-1.17,2.25,59.3,4.96e-05,0.0021,1,"BL-BRZ","AT3G05685",NA,NA,"Down","all_Down"
"1164","AT3G05740","all",0.889,1.39,0.982,1.44,2.18,1.91,0.00958,0.0144,0.0116,0.0131,0.025,0.0215,0.0121,0.0189,0.757,0.573,15.3,0.00424,0.0325,1,"BL-BRZ","RECQL1",NA,NA,"Up","all_Up"
"1165","AT3G05800","all",21.3,10.2,9.31,34.4,27.9,32.9,0.125,0.0831,0.0892,0.187,0.196,0.211,0.0991,0.196,1.32,4.5,47.6,0.000109,0.00334,1,"BL-BRZ","BHLH150","AIF1","AtBS1(activation-tagged BRI1 suppressor 1)-interacting factor 1","Up","all_Up"
"1166","AT3G05860","all",0.681,0.667,1.04,1.42,1.76,2.54,0.00772,0.00744,0.013,0.0111,0.0184,0.0241,0.00885,0.0167,1.25,0.449,26.3,0.000822,0.0115,1,"BL-BRZ","AT3G05860","AT3G05860","MADS-box transcription factor family protein","Up","all_Up"
"1167","AT3G05905","all",2.18,2.56,2.45,4.45,4.01,6.06,0.0237,0.0293,0.033,0.0385,0.052,0.0745,0.0282,0.0518,1.01,1.86,32.3,0.000418,0.00748,1,"BL-BRZ","AT3G05905",NA,NA,"Up","all_Up"
"1168","AT3G05936","all",8.78,6.71,8.6,23.6,28.3,23.2,0.0598,0.048,0.059,0.122,0.145,0.12,0.0547,0.129,1.64,4.05,129,2.58e-06,0.000439,0.0607,"BL-BRZ","AT3G05936",NA,NA,"Up","all_Up"
"1169","AT3G06070","all",16.4,16.6,16.9,37.5,57,52.5,0.0845,0.0888,0.0938,0.161,0.235,0.223,0.0885,0.199,1.54,5.04,153,1.33e-06,0.000312,0.0313,"BL-BRZ","AT3G06070",NA,NA,"Up","all_Up"
"1170","AT3G06125","all",74.2,47.7,57.1,23.4,27.5,35.8,0.295,0.246,0.291,0.141,0.174,0.188,0.274,0.163,-1.04,5.47,26.1,0.000848,0.0117,1,"BL-BRZ","AT3G06125",NA,NA,"Down","all_Down"
"1171","AT3G06145","all",0.0889,0.171,0.173,0.452,1.34,1.11,0.00106,0.00214,0.00275,0.00409,0.0156,0.0144,0.00191,0.0102,2.7,-0.793,101,6.6e-06,0.000667,0.155,"BL-BRZ","AT3G06145",NA,NA,"Up","all_Up"
"1172","AT3G06270","all",7.53,4.23,4.37,3.25,1.94,2.4,0.0759,0.047,0.0556,0.032,0.026,0.0333,0.0591,0.0305,-1.06,1.99,52.8,7.55e-05,0.00271,1,"BL-BRZ","AT3G06270",NA,NA,"Down","all_Down"
"1173","AT3G06360","all",5.38,6.15,6.07,13.4,15.6,14.7,0.0386,0.0489,0.0525,0.0697,0.0998,0.0999,0.0462,0.0866,1.31,3.36,148,1.54e-06,0.00034,0.0362,"BL-BRZ","AGP27",NA,NA,"Up","all_Up"
"1174","AT3G06370","all",3.44,4.69,3.89,6.57,6.66,8.63,0.0355,0.0427,0.0493,0.0532,0.0714,0.0825,0.0418,0.0662,0.865,2.5,32.7,0.000401,0.00727,1,"BL-BRZ","NHX4",NA,NA,"Up","all_Up"
