"","gene","cluster_id","sc_122.cpm","sc_126.cpm","sc_124.cpm","sc_128.cpm","sc_122.frq","sc_126.frq","sc_124.frq","sc_128.frq","WT.frq","df1.frq","logFC","logCPM","F","p_val","p_adj.loc","p_adj.glb","contrast","Name","TF_Name","Description","up_dn_label","clust_up_dn"
"2573","AT3G10610","Proliferation Domain_Atrichoblast",70.8,67.3,109,157,0.563,0.343,0.495,0.628,0.5,0.535,0.864,6.67,15.8,7.04e-05,0.003,1,"df1-WT","RPS17C",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2574","AT3G10780","Proliferation Domain_Atrichoblast",1.58,9.09,26.7,25.5,0.0345,0.0857,0.139,0.186,0.0492,0.153,2.87,4.08,35.4,2.73e-09,5.18e-07,0.00143,"df1-WT","AT3G10780",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2575","AT3G10985","Proliferation Domain_Atrichoblast",159,156,105,103,0.759,0.629,0.574,0.628,0.721,0.59,-0.602,7.04,9.23,0.00238,0.0461,1,"df1-WT","SAG20",NA,NA,"Down","Proliferation Domain_Atrichoblast_Down"
"2576","AT3G11120","Proliferation Domain_Atrichoblast",107,127,173,251,0.701,0.486,0.653,0.791,0.639,0.694,0.818,7.36,19.2,1.2e-05,0.000739,1,"df1-WT","RPL41G",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2577","AT3G11450","Proliferation Domain_Atrichoblast",35.4,49.1,72.8,81.5,0.425,0.371,0.505,0.605,0.41,0.535,0.915,5.92,12.2,0.000468,0.0134,1,"df1-WT","AT3G11450","AT3G11450","DnaJ and Myb-like DNA-binding domain-containing protein","Up","Proliferation Domain_Atrichoblast_Up"
"2578","AT3G11550","Proliferation Domain_Atrichoblast",105,7.27,7.39,2.55,0.161,0.0286,0.0594,0.0465,0.123,0.0556,-3.56,5.32,73.8,9.45e-18,9.04e-15,4.95e-12,"df1-WT","CASP2",NA,NA,"Down","Proliferation Domain_Atrichoblast_Down"
"2579","AT3G11660","Proliferation Domain_Atrichoblast",32.2,3.64,10.2,2.55,0.149,0.0571,0.099,0.0465,0.123,0.0833,-1.53,4.11,12,0.000534,0.0148,1,"df1-WT","NHL1",NA,NA,"Down","Proliferation Domain_Atrichoblast_Down"
"2580","AT3G12860","Proliferation Domain_Atrichoblast",3.7,0,9.66,22.9,0.069,0,0.109,0.116,0.0492,0.111,2.21,3.35,13.9,0.000191,0.00671,1,"df1-WT","AT3G12860",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2581","AT3G13070","Proliferation Domain_Atrichoblast",6.34,3.64,14.8,25.5,0.126,0.0571,0.208,0.256,0.107,0.222,1.64,3.79,12.6,0.000377,0.0115,1,"df1-WT","CBSDUFCH1",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2582","AT3G13080","Proliferation Domain_Atrichoblast",4.22,7.27,32.4,24.2,0.069,0.0571,0.198,0.209,0.0656,0.201,2.55,4.27,33.2,8.47e-09,1.41e-06,0.00443,"df1-WT","ABCC3",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2583","AT3G13230","Proliferation Domain_Atrichoblast",27.5,16.4,52.9,33.1,0.31,0.171,0.386,0.302,0.27,0.361,0.962,5.19,9.18,0.00244,0.047,1,"df1-WT","AT3G13230",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2584","AT3G13460","Proliferation Domain_Atrichoblast",53.9,50.9,75.6,144,0.586,0.343,0.525,0.674,0.516,0.569,0.897,6.34,14.4,0.000146,0.00539,1,"df1-WT","ECT2",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2585","AT3G13520","Proliferation Domain_Atrichoblast",801,360,349,181,0.966,0.943,0.95,0.93,0.959,0.944,-1.11,8.76,53.5,2.73e-13,1.09e-10,1.43e-07,"df1-WT","AGP12",NA,NA,"Down","Proliferation Domain_Atrichoblast_Down"
"2586","AT3G13580","Proliferation Domain_Atrichoblast",44.4,61.8,83,125,0.54,0.514,0.505,0.651,0.533,0.549,0.948,6.28,15.8,7.19e-05,0.00304,1,"df1-WT","RPL7D",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2587","AT3G13860","Proliferation Domain_Atrichoblast",11.6,5.45,30.1,30.6,0.23,0.0571,0.248,0.326,0.18,0.271,1.63,4.46,18,2.17e-05,0.00114,1,"df1-WT","HSP60-3A",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2588","AT3G13910","Proliferation Domain_Atrichoblast",25.3,12.7,11.9,2.55,0.23,0.114,0.178,0.0465,0.197,0.139,-1.28,4.06,9.12,0.00254,0.0481,1,"df1-WT","AT3G13910",NA,NA,"Down","Proliferation Domain_Atrichoblast_Down"
"2589","AT3G13920","Proliferation Domain_Atrichoblast",238,227,333,465,0.885,0.686,0.851,0.86,0.828,0.854,0.731,8.31,21.4,3.68e-06,0.000272,1,"df1-WT","EIF4A1",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2590","AT3G14120","Proliferation Domain_Atrichoblast",2.64,3.64,12.5,10.2,0.0575,0.0571,0.178,0.14,0.0574,0.167,1.99,3.18,9.77,0.00177,0.0375,1,"df1-WT","NUP107",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2591","AT3G14370","Proliferation Domain_Atrichoblast",166,156,64.8,71.3,0.471,0.486,0.267,0.535,0.475,0.347,-1.26,6.85,36.1,1.95e-09,3.82e-07,0.00102,"df1-WT","WAG2",NA,NA,"Down","Proliferation Domain_Atrichoblast_Down"
"2592","AT3G14440","Proliferation Domain_Atrichoblast",18,12.7,6.25,1.27,0.161,0.171,0.0693,0.0233,0.164,0.0556,-1.81,3.59,12.6,0.000394,0.0118,1,"df1-WT","NCED3",NA,NA,"Down","Proliferation Domain_Atrichoblast_Down"
"2593","AT3G14560","Proliferation Domain_Atrichoblast",37,58.2,17.6,11.5,0.322,0.429,0.149,0.163,0.352,0.153,-1.51,4.93,20.7,5.48e-06,0.000381,1,"df1-WT","AT3G14560",NA,NA,"Down","Proliferation Domain_Atrichoblast_Down"
"2594","AT3G14595","Proliferation Domain_Atrichoblast",210,184,121,98.1,0.69,0.514,0.545,0.651,0.639,0.576,-0.84,7.28,19.5,1.02e-05,0.000647,1,"df1-WT","AT3G14595",NA,NA,"Down","Proliferation Domain_Atrichoblast_Down"
"2595","AT3G14940","Proliferation Domain_Atrichoblast",208,309,149,182,0.667,0.829,0.644,0.651,0.713,0.646,-0.605,7.7,12.2,0.000474,0.0135,1,"df1-WT","PPC3",NA,NA,"Down","Proliferation Domain_Atrichoblast_Down"
"2596","AT3G15000","Proliferation Domain_Atrichoblast",54.9,47.3,128,173,0.517,0.257,0.455,0.535,0.443,0.479,1.47,6.68,43.5,4.44e-11,1.16e-08,2.33e-05,"df1-WT","MORF8",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2597","AT3G15115","Proliferation Domain_Atrichoblast",41.2,54.5,22.7,26.7,0.379,0.314,0.208,0.209,0.361,0.208,-0.922,5.17,9.02,0.00267,0.05,1,"df1-WT","AT3G15115",NA,NA,"Down","Proliferation Domain_Atrichoblast_Down"
"2598","AT3G15240","Proliferation Domain_Atrichoblast",18.5,18.2,32.4,57.3,0.287,0.2,0.228,0.326,0.262,0.257,1.12,5,11.7,0.00061,0.0165,1,"df1-WT","AT3G15240",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2599","AT3G15357","Proliferation Domain_Atrichoblast",5.81,9.09,55.7,64.9,0.115,0.0857,0.257,0.256,0.107,0.257,3.1,5.15,68.2,1.59e-16,1.12e-13,8.32e-11,"df1-WT","AT3G15357",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2600","AT3G15540","Proliferation Domain_Atrichoblast",55.5,72.7,18.8,25.5,0.529,0.429,0.228,0.256,0.5,0.236,-1.54,5.4,26,3.42e-07,3.61e-05,0.179,"df1-WT","IAA19","IAA19","indole-3-acetic acid inducible 19","Down","Proliferation Domain_Atrichoblast_Down"
"2601","AT3G16780","Proliferation Domain_Atrichoblast",136,142,214,271,0.828,0.6,0.673,0.814,0.762,0.715,0.775,7.58,18.8,1.49e-05,0.000868,1,"df1-WT","RPL19B",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2602","AT3G17160","Proliferation Domain_Atrichoblast",52.3,65.4,106,98.1,0.506,0.343,0.406,0.512,0.459,0.438,0.848,6.36,13.1,0.000301,0.00968,1,"df1-WT","AT3G17160",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2603","AT3G17860","Proliferation Domain_Atrichoblast",207,187,126,132,0.69,0.571,0.545,0.512,0.656,0.535,-0.626,7.36,11.4,0.000756,0.0195,1,"df1-WT","TIFY6B","JAZ3","jasmonate-zim-domain protein 3","Down","Proliferation Domain_Atrichoblast_Down"
"2604","AT3G18130","Proliferation Domain_Atrichoblast",159,100,216,228,0.632,0.371,0.614,0.628,0.557,0.618,0.739,7.5,16.2,5.71e-05,0.00255,1,"df1-WT","RACK1C",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2605","AT3G18240","Proliferation Domain_Atrichoblast",13.2,10.9,25,43.3,0.195,0.143,0.257,0.395,0.18,0.299,1.27,4.59,12.4,0.000433,0.0127,1,"df1-WT","AT3G18240",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2606","AT3G18580","Proliferation Domain_Atrichoblast",7.39,7.27,21.6,19.1,0.126,0.114,0.208,0.256,0.123,0.222,1.49,3.99,11.9,0.000551,0.0152,1,"df1-WT","AT3G18580",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2607","AT3G18600","Proliferation Domain_Atrichoblast",12.7,14.5,40.9,71.3,0.23,0.2,0.317,0.349,0.221,0.326,1.9,5.13,32.4,1.27e-08,2.02e-06,0.00663,"df1-WT","RH51",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2608","AT3G19100","Proliferation Domain_Atrichoblast",19,5.45,31.8,35.7,0.322,0.0857,0.327,0.419,0.254,0.354,1.19,4.7,11.4,0.000737,0.0191,1,"df1-WT","CRK2",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2609","AT3G19515","Proliferation Domain_Atrichoblast",2.11,1.82,9.66,11.5,0.046,0.0286,0.129,0.209,0.041,0.153,2.26,2.97,9.74,0.0018,0.0379,1,"df1-WT","AT3G19515",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2610","AT3G20840","Proliferation Domain_Atrichoblast",6.87,14.5,43.2,30.6,0.069,0.114,0.149,0.233,0.082,0.174,2.09,4.7,30.2,3.97e-08,5.67e-06,0.0208,"df1-WT","PLT1","PLT1","Integrase-type DNA-binding superfamily protein","Up","Proliferation Domain_Atrichoblast_Up"
"2611","AT3G22160","Proliferation Domain_Atrichoblast",20.6,18.2,6.82,8.91,0.264,0.171,0.0792,0.093,0.238,0.0833,-1.39,3.92,10.4,0.00125,0.0286,1,"df1-WT","VQ22",NA,NA,"Down","Proliferation Domain_Atrichoblast_Down"
"2612","AT3G22275","Proliferation Domain_Atrichoblast",31.2,32.7,11.9,16.6,0.276,0.143,0.119,0.0698,0.238,0.104,-1.23,4.58,11.8,0.000588,0.016,1,"df1-WT","JAZ13",NA,NA,"Down","Proliferation Domain_Atrichoblast_Down"
"2613","AT3G22310","Proliferation Domain_Atrichoblast",13.2,1.82,25,34.4,0.207,0.0286,0.238,0.302,0.156,0.257,1.52,4.4,15.4,8.54e-05,0.00357,1,"df1-WT","RH9",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2614","AT3G22370","Proliferation Domain_Atrichoblast",226,202,140,113,0.736,0.686,0.594,0.651,0.721,0.611,-0.748,7.43,16.5,4.93e-05,0.00231,1,"df1-WT","AOX1A",NA,NA,"Down","Proliferation Domain_Atrichoblast_Down"
"2615","AT3G22600","Proliferation Domain_Atrichoblast",46.5,61.8,23.9,7.64,0.149,0.114,0.188,0.14,0.139,0.174,-1.55,5.15,23.6,1.19e-06,0.000106,0.623,"df1-WT","AT3G22600",NA,NA,"Down","Proliferation Domain_Atrichoblast_Down"
"2616","AT3G22620","Proliferation Domain_Atrichoblast",73.9,65.4,14.8,2.55,0.184,0.143,0.119,0.0465,0.172,0.0972,-2.79,5.36,67.9,1.84e-16,1.26e-13,9.64e-11,"df1-WT","AT3G22620",NA,NA,"Down","Proliferation Domain_Atrichoblast_Down"
"2617","AT3G22660","Proliferation Domain_Atrichoblast",35.9,21.8,63.1,75.1,0.333,0.2,0.366,0.442,0.295,0.389,1.13,5.69,16.1,6e-05,0.00264,1,"df1-WT","EBP2",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2618","AT3G23030","Proliferation Domain_Atrichoblast",297,231,181,173,0.77,0.657,0.653,0.744,0.738,0.681,-0.585,7.81,11.6,0.00065,0.0173,1,"df1-WT","IAA2","IAA2","indole-3-acetic acid inducible 2","Down","Proliferation Domain_Atrichoblast_Down"
"2619","AT3G23410","Proliferation Domain_Atrichoblast",3.17,5.45,14.2,15.3,0.046,0.0857,0.129,0.163,0.0574,0.139,1.91,3.45,12.1,0.000499,0.0141,1,"df1-WT","FAO3",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2620","AT3G23620","Proliferation Domain_Atrichoblast",27.5,14.5,60.3,70,0.345,0.143,0.366,0.372,0.287,0.368,1.47,5.52,24,9.61e-07,8.63e-05,0.502,"df1-WT","AT3G23620",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2621","AT3G23810","Proliferation Domain_Atrichoblast",1330,1300,808,741,0.885,0.8,0.792,0.628,0.861,0.743,-0.763,10,36.7,1.39e-09,2.76e-07,0.000726,"df1-WT","SAHH2",NA,NA,"Down","Proliferation Domain_Atrichoblast_Down"
"2622","AT3G23830","Proliferation Domain_Atrichoblast",59.7,122,270,289,0.483,0.257,0.475,0.558,0.418,0.5,1.76,7.54,86.6,1.49e-20,2.06e-17,7.82e-15,"df1-WT","RBG4",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2623","AT3G23940","Proliferation Domain_Atrichoblast",24.3,18.2,47.7,67.5,0.333,0.2,0.376,0.442,0.295,0.396,1.28,5.36,17.6,2.74e-05,0.00141,1,"df1-WT","DHAD",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2624","AT3G23990","Proliferation Domain_Atrichoblast",97.2,85.4,164,215,0.667,0.486,0.644,0.744,0.615,0.674,0.987,7.15,25.2,5.27e-07,5.27e-05,0.275,"df1-WT","CPN60",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2625","AT3G24020","Proliferation Domain_Atrichoblast",49.6,7.27,2.84,0,0.103,0.114,0.0396,0,0.107,0.0278,-4.16,4.38,60.1,9.45e-15,4.76e-12,4.95e-09,"df1-WT","DIR16",NA,NA,"Down","Proliferation Domain_Atrichoblast_Down"
"2626","AT3G24080","Proliferation Domain_Atrichoblast",39.1,32.7,49.5,113,0.483,0.343,0.366,0.558,0.443,0.424,0.912,5.87,11.7,0.000622,0.0167,1,"df1-WT","AT3G24080",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2627","AT3G24810","Proliferation Domain_Atrichoblast",3.17,0,9.09,16.6,0.069,0,0.109,0.233,0.0492,0.146,2.2,3.12,10.9,0.000956,0.0231,1,"df1-WT","KRP5",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2628","AT3G25940","Proliferation Domain_Atrichoblast",2.11,3.64,11.9,16.6,0.046,0.0571,0.139,0.233,0.0492,0.167,2.34,3.29,14.3,0.000154,0.00562,1,"df1-WT","AT3G25940",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2629","AT3G26410","Proliferation Domain_Atrichoblast",4.75,5.45,13.1,19.1,0.069,0.0857,0.178,0.209,0.0738,0.188,1.55,3.56,9.48,0.00208,0.042,1,"df1-WT","TRM11",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2630","AT3G26690","Proliferation Domain_Atrichoblast",101,127,62,68.8,0.678,0.6,0.406,0.512,0.656,0.438,-0.78,6.47,12,0.000527,0.0147,1,"df1-WT","NUDT13",NA,NA,"Down","Proliferation Domain_Atrichoblast_Down"
"2631","AT3G27280","Proliferation Domain_Atrichoblast",10,5.45,41.5,39.5,0.161,0.0571,0.267,0.326,0.131,0.285,2.23,4.75,34.9,3.5e-09,6.36e-07,0.00183,"df1-WT","PHB4",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2632","AT3G27360","Proliferation Domain_Atrichoblast",231,296,218,108,0.425,0.429,0.426,0.465,0.426,0.438,-0.653,7.74,13.9,0.000194,0.0068,1,"df1-WT","HTR2",NA,NA,"Down","Proliferation Domain_Atrichoblast_Down"
"2633","AT3G27740","Proliferation Domain_Atrichoblast",22.7,36.4,50,58.6,0.368,0.343,0.366,0.372,0.361,0.368,0.956,5.4,10.3,0.0013,0.0296,1,"df1-WT","CARA",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2634","AT3G28910","Proliferation Domain_Atrichoblast",162,151,73.9,66.2,0.517,0.371,0.297,0.186,0.475,0.264,-1.15,6.84,29.9,4.51e-08,6.32e-06,0.0236,"df1-WT","MYB30","MYB30","myb domain protein 30","Down","Proliferation Domain_Atrichoblast_Down"
"2635","AT3G29035","Proliferation Domain_Atrichoblast",73.4,69.1,45.5,24.2,0.563,0.314,0.376,0.186,0.492,0.319,-0.968,5.79,12.7,0.000359,0.0111,1,"df1-WT","NAC59","NAC3","NAC domain containing protein 3","Down","Proliferation Domain_Atrichoblast_Down"
"2636","AT3G29170","Proliferation Domain_Atrichoblast",68.1,74.5,46,31.8,0.586,0.371,0.376,0.302,0.525,0.354,-0.807,5.82,9.18,0.00245,0.047,1,"df1-WT","AT3G29170",NA,NA,"Down","Proliferation Domain_Atrichoblast_Down"
"2637","AT3G29280","Proliferation Domain_Atrichoblast",3.17,9.09,15.9,11.5,0.0575,0.0857,0.188,0.186,0.0656,0.188,1.58,3.5,9.15,0.00249,0.0475,1,"df1-WT","AT3G29280",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2638","AT3G30350","Proliferation Domain_Atrichoblast",0,0,7.39,10.2,0,0,0.0891,0.14,0,0.104,6.34,2.55,16.9,3.94e-05,0.00191,1,"df1-WT","RGF4",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2639","AT3G44150","Proliferation Domain_Atrichoblast",28,23.6,47.7,53.5,0.425,0.229,0.475,0.419,0.369,0.458,0.909,5.33,9.04,0.00265,0.0498,1,"df1-WT","AT3G44150",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2640","AT3G44750","Proliferation Domain_Atrichoblast",8.98,18.2,42.6,101,0.161,0.143,0.257,0.419,0.156,0.306,2.33,5.36,49.1,2.52e-12,8.17e-10,1.32e-06,"df1-WT","HDT1","HDA3","histone deacetylase 3","Up","Proliferation Domain_Atrichoblast_Up"
"2641","AT3G45070","Proliferation Domain_Atrichoblast",10.6,34.5,6.82,2.55,0.149,0.171,0.109,0.0465,0.156,0.0903,-1.66,3.65,12.3,0.000462,0.0134,1,"df1-WT","AT3G45070",NA,NA,"Down","Proliferation Domain_Atrichoblast_Down"
"2642","AT3G45730","Proliferation Domain_Atrichoblast",61.3,76.3,43.8,22.9,0.299,0.257,0.228,0.14,0.287,0.201,-0.924,5.7,11.2,0.000817,0.0206,1,"df1-WT","AT3G45730",NA,NA,"Down","Proliferation Domain_Atrichoblast_Down"
"2643","AT3G46040","Proliferation Domain_Atrichoblast",192,227,358,355,0.805,0.629,0.743,0.837,0.754,0.771,0.785,8.16,23.5,1.28e-06,0.000112,0.668,"df1-WT","RPS15AD",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2644","AT3G46080","Proliferation Domain_Atrichoblast",61.3,58.2,38.7,14,0.322,0.314,0.178,0.116,0.32,0.16,-1.08,5.51,13.5,0.000235,0.00803,1,"df1-WT","ZAT8","AT3G46080","C2H2-type zinc finger family protein","Down","Proliferation Domain_Atrichoblast_Down"
"2645","AT3G46210","Proliferation Domain_Atrichoblast",6.34,0,21,24.2,0.126,0,0.188,0.209,0.0902,0.194,2.24,3.93,23.1,1.53e-06,0.000129,0.801,"df1-WT","RRP46",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2646","AT3G46230","Proliferation Domain_Atrichoblast",89.3,38.2,33,1.27,0.161,0.114,0.0891,0.0233,0.148,0.0694,-1.86,5.56,34.3,4.86e-09,8.46e-07,0.00255,"df1-WT","HSP17.4A",NA,NA,"Down","Proliferation Domain_Atrichoblast_Down"
"2647","AT3G47800","Proliferation Domain_Atrichoblast",28,12.7,53.4,59.8,0.402,0.114,0.376,0.512,0.32,0.417,1.3,5.38,18.1,2.11e-05,0.00112,1,"df1-WT","AT3G47800",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2648","AT3G47810","Proliferation Domain_Atrichoblast",318,318,206,208,0.839,0.886,0.693,0.884,0.852,0.75,-0.621,8.04,14.4,0.000151,0.00554,1,"df1-WT","VPS29",NA,NA,"Down","Proliferation Domain_Atrichoblast_Down"
"2649","AT3G48560","Proliferation Domain_Atrichoblast",31.7,23.6,48.9,75.1,0.483,0.229,0.416,0.512,0.41,0.444,0.997,5.53,11.7,0.000627,0.0168,1,"df1-WT","ALS",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2650","AT3G48670","Proliferation Domain_Atrichoblast",8.45,10.9,34.7,34.4,0.184,0.143,0.297,0.372,0.172,0.319,1.9,4.58,24.9,6.21e-07,6.05e-05,0.325,"df1-WT","IDN2",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2651","AT3G49470","Proliferation Domain_Atrichoblast",11.1,14.5,34.7,33.1,0.195,0.114,0.228,0.256,0.172,0.236,1.48,4.65,16.7,4.42e-05,0.00211,1,"df1-WT","NACA2",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2652","AT3G49780","Proliferation Domain_Atrichoblast",137,14.5,26.1,21.6,0.552,0.229,0.287,0.256,0.459,0.278,-1.69,5.91,31.8,1.72e-08,2.61e-06,0.00899,"df1-WT","PSK3",NA,NA,"Down","Proliferation Domain_Atrichoblast_Down"
"2653","AT3G49800","Proliferation Domain_Atrichoblast",87.7,76.3,48.3,50.9,0.609,0.429,0.366,0.488,0.557,0.403,-0.751,6.08,9.06,0.00261,0.0493,1,"df1-WT","AT3G49800","AT3G49800","BSD domain-containing protein","Down","Proliferation Domain_Atrichoblast_Down"
"2654","AT3G50070","Proliferation Domain_Atrichoblast",3.17,14.5,27.3,22.9,0.069,0.0857,0.208,0.209,0.0738,0.208,2.04,4.16,22.2,2.51e-06,0.000195,1,"df1-WT","CYCD3-3",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2655","AT3G50620","Proliferation Domain_Atrichoblast",7.92,5.45,23.3,17.8,0.126,0.0857,0.168,0.233,0.115,0.188,1.58,4.01,13.3,0.00026,0.00869,1,"df1-WT","AT3G50620",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2656","AT3G50970","Proliferation Domain_Atrichoblast",1030,760,626,424,0.977,0.943,0.911,0.953,0.967,0.924,-0.776,9.48,33.2,8.57e-09,1.41e-06,0.00448,"df1-WT","XERO2",NA,NA,"Down","Proliferation Domain_Atrichoblast_Down"
"2657","AT3G51530","Proliferation Domain_Atrichoblast",2.64,0,9.66,12.7,0.0575,0,0.139,0.163,0.041,0.146,2.38,3.01,11,0.000932,0.0226,1,"df1-WT","AT3G51530",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2658","AT3G51750","Proliferation Domain_Atrichoblast",15.3,23.6,46,38.2,0.264,0.0857,0.287,0.279,0.213,0.285,1.26,5.02,14.7,0.000128,0.00486,1,"df1-WT","AT3G51750",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2659","AT3G51800","Proliferation Domain_Atrichoblast",134,125,192,227,0.77,0.543,0.634,0.721,0.705,0.66,0.662,7.42,12.9,0.00033,0.0104,1,"df1-WT","ATG2",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2660","AT3G51920","Proliferation Domain_Atrichoblast",50.7,92.7,39.8,24.2,0.483,0.371,0.277,0.349,0.451,0.299,-0.954,5.65,11.8,0.000599,0.0162,1,"df1-WT","CML9",NA,NA,"Down","Proliferation Domain_Atrichoblast_Down"
"2661","AT3G52040","Proliferation Domain_Atrichoblast",25.9,16.4,46.6,52.2,0.31,0.229,0.337,0.395,0.287,0.354,1.1,5.24,12.6,0.00039,0.0117,1,"df1-WT","AT3G52040",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2662","AT3G52140","Proliferation Domain_Atrichoblast",13.2,16.4,26.1,53.5,0.218,0.171,0.267,0.372,0.205,0.299,1.26,4.76,13.2,0.000282,0.00929,1,"df1-WT","AT3G52140",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2663","AT3G52580","Proliferation Domain_Atrichoblast",157,147,231,244,0.782,0.629,0.693,0.837,0.738,0.736,0.633,7.63,12.7,0.000361,0.0111,1,"df1-WT","RPS14C",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2664","AT3G52700","Proliferation Domain_Atrichoblast",12.7,0,0,0,0.218,0,0,0,0.156,0,-6.46,2.65,17.7,2.61e-05,0.00135,1,"df1-WT","AT3G52700",NA,NA,"Down","Proliferation Domain_Atrichoblast_Down"
"2665","AT3G52910","Proliferation Domain_Atrichoblast",1.58,0,7.39,20.4,0.0345,0,0.0792,0.233,0.0246,0.125,3.03,3.03,15.4,8.83e-05,0.00363,1,"df1-WT","GRF4","GRF4","growth-regulating factor 4","Up","Proliferation Domain_Atrichoblast_Up"
"2666","AT3G53190","Proliferation Domain_Atrichoblast",2.11,1.82,15.9,25.5,0.046,0.0286,0.109,0.233,0.041,0.146,3.1,3.64,29.3,6.12e-08,8.08e-06,0.032,"df1-WT","AT3G53190",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2667","AT3G53420","Proliferation Domain_Atrichoblast",345,220,115,116,0.805,0.771,0.703,0.744,0.795,0.715,-1.31,7.67,52.5,4.57e-13,1.72e-10,2.4e-07,"df1-WT","PIP2-1",NA,NA,"Down","Proliferation Domain_Atrichoblast_Down"
"2668","AT3G53460","Proliferation Domain_Atrichoblast",10,10.9,28.4,36.9,0.172,0.0857,0.267,0.326,0.148,0.285,1.58,4.51,17.6,2.75e-05,0.00141,1,"df1-WT","CP29",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2669","AT3G53620","Proliferation Domain_Atrichoblast",159,122,122,47.1,0.575,0.514,0.475,0.302,0.557,0.424,-0.733,6.88,12.2,0.000484,0.0137,1,"df1-WT","PPA4",NA,NA,"Down","Proliferation Domain_Atrichoblast_Down"
"2670","AT3G53650","Proliferation Domain_Atrichoblast",381,838,113,132,0.506,0.457,0.356,0.395,0.492,0.368,-2.17,8.46,179,1.08e-40,6.87e-37,5.64e-35,"df1-WT","AT3G53650",NA,NA,"Down","Proliferation Domain_Atrichoblast_Down"
"2671","AT3G55010","Proliferation Domain_Atrichoblast",5.81,0,13.6,19.1,0.115,0,0.168,0.233,0.082,0.188,1.83,3.54,12.4,0.000419,0.0124,1,"df1-WT","PUR5",NA,NA,"Up","Proliferation Domain_Atrichoblast_Up"
"2672","AT3G55120","Proliferation Domain_Atrichoblast",43.3,34.5,22.2,16.6,0.448,0.343,0.218,0.186,0.418,0.208,-0.993,4.98,9.26,0.00234,0.0458,1,"df1-WT","CHI1",NA,NA,"Down","Proliferation Domain_Atrichoblast_Down"
