"","gene","cluster_id","sc_111.cpm","sc_113.cpm","sc_112.cpm","sc_114.cpm","sc_111.frq","sc_113.frq","sc_112.frq","sc_114.frq","Control.frq","BRZ.frq","logFC","logCPM","F","p_val","p_adj.loc","p_adj.glb","contrast","Name","TF_Name","Description","up_dn_label","clust_up_dn"
"8360","AT3G56930","Maturation_Atrichoblast",79.7,79.1,28.6,39.6,0.487,0.531,0.231,0.388,0.502,0.279,-1.24,5.85,11.8,0.000582,0.029,1,"BRZ-Control","PAT04",NA,NA,"Down","Maturation_Atrichoblast_Down"
"8361","AT3G57230","Maturation_Atrichoblast",414,145,144,81.6,0.686,0.432,0.385,0.462,0.599,0.408,-1.2,7.64,11.5,0.000705,0.0333,1,"BRZ-Control","AGL16","AGL16","AGAMOUS-like 16","Down","Maturation_Atrichoblast_Down"
"8362","AT3G57320","Maturation_Atrichoblast",2.67,2.36,30.4,10.1,0.0321,0.0247,0.132,0.1,0.0295,0.122,3.09,3.76,31.2,2.35e-08,6.22e-06,0.013,"BRZ-Control","AT3G57320",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8363","AT3G59220","Maturation_Atrichoblast",209,164,61.9,50.5,0.449,0.605,0.242,0.338,0.502,0.271,-1.73,6.94,23.6,1.21e-06,0.000206,0.669,"BRZ-Control","PRN1",NA,NA,"Down","Maturation_Atrichoblast_Down"
"8364","AT3G59370","Maturation_Atrichoblast",56.7,66.1,22.8,6.73,0.314,0.333,0.11,0.0875,0.321,0.103,-2.06,5.28,27.4,1.64e-07,3.58e-05,0.0904,"BRZ-Control","AT3G59370",NA,NA,"Down","Maturation_Atrichoblast_Down"
"8365","AT3G60550","Maturation_Atrichoblast",99.4,188,32.7,53,0.385,0.346,0.115,0.15,0.371,0.126,-1.71,6.53,22.9,1.7e-06,0.000268,0.935,"BRZ-Control","CYCU2-2",NA,NA,"Down","Maturation_Atrichoblast_Down"
"8366","AT3G62990","Maturation_Atrichoblast",1.6,5.9,45,21.9,0.0128,0.0494,0.198,0.175,0.0253,0.191,3.45,4.37,44.9,2.13e-11,1.15e-08,1.18e-05,"BRZ-Control","AT3G62990",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8367","AT3G63210","Maturation_Atrichoblast",5.88,5.9,16.4,21.9,0.0577,0.0494,0.0989,0.238,0.0549,0.141,1.63,3.81,12.3,0.000455,0.0243,1,"BRZ-Control","MARD1",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8368","AT2G01890","Maturation_Atrichoblast",11.2,18.9,31,41.2,0.0641,0.111,0.165,0.362,0.0802,0.225,1.3,4.75,10.7,0.00107,0.0453,1,"BRZ-Control","PAP8",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8369","AT2G06850","Maturation_Atrichoblast",38.5,54.3,12.9,18.5,0.218,0.432,0.0604,0.188,0.291,0.0992,-1.56,4.98,16.3,5.54e-05,0.00478,1,"BRZ-Control","XTH4",NA,NA,"Down","Maturation_Atrichoblast_Down"
"8370","AT2G14170","Maturation_Atrichoblast",19.2,14.2,62.5,37,0.173,0.136,0.286,0.288,0.16,0.286,1.57,5.15,16,6.21e-05,0.00529,1,"BRZ-Control","ALDH6B2",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8371","AT2G16005","Maturation_Atrichoblast",47,23.6,4550,1460,0.0769,0.173,0.445,0.788,0.11,0.55,6.31,10.6,194,7.17e-44,1.35e-39,4e-38,"BRZ-Control","ROSY1",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8372","AT2G18690","Maturation_Atrichoblast",51.9,56.7,187,347,0.231,0.272,0.467,0.675,0.245,0.531,2.22,7.34,36.9,1.25e-09,5.1e-07,0.000692,"BRZ-Control","AT2G18690",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8373","AT2G19110","Maturation_Atrichoblast",7.48,2.36,18.7,21,0.0577,0.0247,0.121,0.212,0.0464,0.149,1.83,3.83,15.2,9.54e-05,0.00751,1,"BRZ-Control","HMA4",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8374","AT2G22630","Maturation_Atrichoblast",24.1,50.8,7.59,13.5,0.224,0.358,0.0659,0.175,0.27,0.0992,-1.78,4.58,18.8,1.43e-05,0.00161,1,"BRZ-Control","AGL17","AGL17","AGAMOUS-like 17","Down","Maturation_Atrichoblast_Down"
"8375","AT2G22660","Maturation_Atrichoblast",18.7,26,51.4,56.4,0.199,0.247,0.324,0.525,0.215,0.385,1.3,5.31,11.9,0.000576,0.0288,1,"BRZ-Control","GRDP1",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8376","AT2G22760","Maturation_Atrichoblast",13.4,31.9,45,71.5,0.128,0.222,0.17,0.338,0.16,0.221,1.45,5.37,14.7,0.000128,0.00923,1,"BRZ-Control","BHLH19","AT2G22760","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","Up","Maturation_Atrichoblast_Up"
"8377","AT2G22870","Maturation_Atrichoblast",159,37.8,419,139,0.404,0.222,0.489,0.35,0.342,0.447,1.61,7.59,19.8,8.72e-06,0.00104,1,"BRZ-Control","EMB2001",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8378","AT2G24690","Maturation_Atrichoblast",10.2,10.6,1.75,2.53,0.109,0.0864,0.0165,0.0375,0.101,0.0229,-2.28,2.91,12.1,0.000508,0.0262,1,"BRZ-Control","AT2G24690","AT2G24690","Transcriptional factor B3 family protein","Down","Maturation_Atrichoblast_Down"
"8379","AT2G25160","Maturation_Atrichoblast",13.9,21.3,40.3,47.1,0.115,0.185,0.236,0.288,0.139,0.252,1.35,5,12.2,0.000485,0.0252,1,"BRZ-Control","CYP82F1",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8380","AT2G25980","Maturation_Atrichoblast",4.81,26,28.6,42.1,0.0513,0.185,0.187,0.425,0.097,0.26,1.51,4.7,13.6,0.000224,0.014,1,"BRZ-Control","JAL20",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8381","AT2G26480","Maturation_Atrichoblast",8.02,2.36,18.1,22.7,0.0641,0.0247,0.0989,0.112,0.0506,0.103,1.77,3.87,14.6,0.000134,0.00946,1,"BRZ-Control","UGT76D1",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8382","AT2G26710","Maturation_Atrichoblast",23,30.7,7.59,11.8,0.173,0.247,0.0604,0.15,0.198,0.0878,-1.48,4.25,12.5,0.000406,0.0221,1,"BRZ-Control","CYP734A1",NA,NA,"Down","Maturation_Atrichoblast_Down"
"8383","AT2G27430","Maturation_Atrichoblast",46,9.44,9.35,10.1,0.224,0.0741,0.0714,0.112,0.173,0.084,-1.45,4.42,10.9,0.000981,0.0425,1,"BRZ-Control","AT2G27430",NA,NA,"Down","Maturation_Atrichoblast_Down"
"8384","AT2G29470","Maturation_Atrichoblast",12.3,20.1,59.6,75.8,0.103,0.0988,0.225,0.225,0.101,0.225,2.1,5.44,28.9,7.85e-08,1.84e-05,0.0434,"BRZ-Control","GSTU3",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8385","AT2G29790","Maturation_Atrichoblast",42.8,11.8,0,0,0.378,0.123,0,0,0.291,0,-8.4,4.01,76.1,2.85e-18,4.47e-15,1.59e-12,"BRZ-Control","AT2G29790",NA,NA,"Down","Maturation_Atrichoblast_Down"
"8386","AT2G31945","Maturation_Atrichoblast",25.7,13,78.3,42.1,0.109,0.123,0.154,0.2,0.114,0.168,1.64,5.4,17.8,2.48e-05,0.00258,1,"BRZ-Control","AT2G31945",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8387","AT2G32210","Maturation_Atrichoblast",17.1,36.6,71.9,85.9,0.154,0.235,0.214,0.462,0.181,0.29,1.65,5.76,19.6,9.58e-06,0.00113,1,"BRZ-Control","AT2G32210",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8388","AT2G32410","Maturation_Atrichoblast",21.4,29.5,5.84,12.6,0.179,0.185,0.044,0.162,0.181,0.0802,-1.53,4.17,12.9,0.000331,0.0191,1,"BRZ-Control","AXL1",NA,NA,"Down","Maturation_Atrichoblast_Down"
"8389","AT2G33830","Maturation_Atrichoblast",79.1,161,681,565,0.301,0.432,0.484,0.7,0.346,0.55,2.46,8.54,44,3.37e-11,1.71e-08,1.87e-05,"BRZ-Control","DRMH1",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8390","AT2G34600","Maturation_Atrichoblast",20.3,50.8,171,115,0.109,0.222,0.242,0.175,0.148,0.221,2.14,6.51,32.1,1.5e-08,4.35e-06,0.00832,"BRZ-Control","TIFY 5B","JAZ7","jasmonate-zim-domain protein 7","Up","Maturation_Atrichoblast_Up"
"8391","AT2G34880","Maturation_Atrichoblast",0,0,99.3,165,0,0,0.522,0.812,0,0.611,10.4,6.09,156,1.18e-35,7.38e-32,6.57e-30,"BRZ-Control","JMJ15","MEE27","Transcription factor jumonji (jmj) family protein / zinc finger (C5HC2 type) family protein","Up","Maturation_Atrichoblast_Up"
"8392","AT2G34930","Maturation_Atrichoblast",43.3,26,131,92.6,0.237,0.222,0.308,0.4,0.232,0.336,1.7,6.24,21.5,3.65e-06,0.000512,1,"BRZ-Control","AT2G34930",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8393","AT2G35270","Maturation_Atrichoblast",57.2,63.8,20.4,26.1,0.404,0.358,0.159,0.25,0.388,0.187,-1.39,5.42,13.9,0.000191,0.0124,1,"BRZ-Control","AHL21",NA,NA,"Down","Maturation_Atrichoblast_Down"
"8394","AT2G35700","Maturation_Atrichoblast",42.8,8.26,5.84,0.842,0.212,0.0741,0.0495,0.0125,0.165,0.0382,-2.9,4.1,31.2,2.34e-08,6.22e-06,0.013,"BRZ-Control","ERF038","ERF38","ERF family protein 38","Down","Maturation_Atrichoblast_Down"
"8395","AT2G35980","Maturation_Atrichoblast",9.62,11.8,125,93.4,0.0577,0.0617,0.28,0.275,0.0591,0.279,3.39,5.96,65.3,6.76e-16,7.07e-13,3.77e-10,"BRZ-Control","NHL10",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8396","AT2G36100","Maturation_Atrichoblast",128,67.3,5.84,77.4,0.173,0.444,0.0549,0.588,0.266,0.218,-1.79,6.16,18.8,1.44e-05,0.00161,1,"BRZ-Control","CASP1",NA,NA,"Down","Maturation_Atrichoblast_Down"
"8397","AT2G36630","Maturation_Atrichoblast",26.7,28.3,11.7,9.26,0.179,0.198,0.0659,0.0875,0.186,0.0725,-1.36,4.33,10.9,0.000967,0.0421,1,"BRZ-Control","AT2G36630",NA,NA,"Down","Maturation_Atrichoblast_Down"
"8398","AT2G36910","Maturation_Atrichoblast",56.7,27.2,13.4,15.2,0.333,0.198,0.0714,0.162,0.287,0.0992,-1.54,4.91,14.9,0.000115,0.00861,1,"BRZ-Control","ABCB1",NA,NA,"Down","Maturation_Atrichoblast_Down"
"8399","AT2G37130","Maturation_Atrichoblast",1820,2380,3900,5820,0.981,0.901,0.973,0.975,0.954,0.973,1.19,11.8,11.6,0.000662,0.0316,1,"BRZ-Control","PER21",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8400","AT2G37180","Maturation_Atrichoblast",66.3,195,260,399,0.301,0.444,0.374,0.538,0.35,0.424,1.5,7.85,17.9,2.4e-05,0.0025,1,"BRZ-Control","PIP2-3",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8401","AT2G38800","Maturation_Atrichoblast",6.95,18.9,26.3,38.7,0.0641,0.16,0.143,0.312,0.097,0.195,1.46,4.57,12.7,0.000375,0.0208,1,"BRZ-Control","AT2G38800",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8402","AT2G39110","Maturation_Atrichoblast",563,235,220,122,0.737,0.642,0.522,0.5,0.705,0.515,-1.16,8.17,10.9,0.00095,0.0415,1,"BRZ-Control","AT2G39110",NA,NA,"Down","Maturation_Atrichoblast_Down"
"8403","AT2G39200","Maturation_Atrichoblast",128,197,54.9,74.9,0.647,0.728,0.291,0.5,0.675,0.355,-1.31,6.83,13.9,0.000188,0.0123,1,"BRZ-Control","MLO12",NA,NA,"Down","Maturation_Atrichoblast_Down"
"8404","AT2G39310","Maturation_Atrichoblast",3.21,22.4,141,157,0.0321,0.0617,0.302,0.35,0.0422,0.317,3.91,6.37,83.8,5.95e-20,1.24e-16,3.31e-14,"BRZ-Control","JAL22",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8405","AT2G40750","Maturation_Atrichoblast",17.1,14.2,2.34,0.842,0.0897,0.123,0.022,0.0125,0.101,0.0191,-3.16,3.32,27.3,1.8e-07,3.89e-05,0.0994,"BRZ-Control","WRKY54","WRKY54","WRKY DNA-binding protein 54","Down","Maturation_Atrichoblast_Down"
"8406","AT2G41312","Maturation_Atrichoblast",8.55,3.54,29.8,15.2,0.0705,0.037,0.137,0.0875,0.0591,0.122,1.87,4.04,16.4,5.03e-05,0.00442,1,"BRZ-Control","AT2G41312",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8407","AT2G42060","Maturation_Atrichoblast",333,194,158,83.3,0.801,0.37,0.484,0.338,0.654,0.439,-1.14,7.6,10.7,0.00107,0.0453,1,"BRZ-Control","AT2G42060",NA,NA,"Down","Maturation_Atrichoblast_Down"
"8408","AT2G42850","Maturation_Atrichoblast",15.5,29.5,56.7,64.8,0.141,0.222,0.313,0.35,0.169,0.324,1.51,5.43,16,6.49e-05,0.0054,1,"BRZ-Control","CYP718",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8409","AT2G43340","Maturation_Atrichoblast",293,205,78.3,121,0.577,0.704,0.33,0.575,0.62,0.405,-1.34,7.46,14.3,0.000155,0.0105,1,"BRZ-Control","AT2G43340",NA,NA,"Down","Maturation_Atrichoblast_Down"
"8410","AT2G43535","Maturation_Atrichoblast",71.6,126,612,265,0.295,0.654,0.544,0.775,0.418,0.615,2.1,8.08,31.2,2.35e-08,6.22e-06,0.013,"BRZ-Control","ATTI4",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8411","AT2G43820","Maturation_Atrichoblast",4150,1030,925,740,0.891,0.975,0.522,0.825,0.92,0.615,-1.33,10.7,13.1,0.00029,0.0172,1,"BRZ-Control","UGT74F2",NA,NA,"Down","Maturation_Atrichoblast_Down"
"8412","AT2G44370","Maturation_Atrichoblast",27.8,64.9,15.8,13.5,0.237,0.21,0.0824,0.138,0.228,0.0992,-1.5,4.92,14.6,0.000132,0.00945,1,"BRZ-Control","AT2G44370",NA,NA,"Down","Maturation_Atrichoblast_Down"
"8413","AT2G44450","Maturation_Atrichoblast",90.4,76.7,42.6,32,0.378,0.481,0.159,0.225,0.414,0.179,-1.16,5.95,10.5,0.00121,0.05,1,"BRZ-Control","BGLU15",NA,NA,"Down","Maturation_Atrichoblast_Down"
"8414","AT2G44578","Maturation_Atrichoblast",43.8,9.44,7.01,3.37,0.16,0.0494,0.0275,0.05,0.122,0.0344,-2.32,4.22,23.2,1.47e-06,0.000238,0.809,"BRZ-Control","AT2G44578",NA,NA,"Down","Maturation_Atrichoblast_Down"
"8415","AT2G45510","Maturation_Atrichoblast",2.67,4.72,16.9,16,0.0321,0.037,0.143,0.175,0.0338,0.153,2.25,3.54,18.4,1.77e-05,0.00193,1,"BRZ-Control","CYP704A2",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8416","AT2G46220","Maturation_Atrichoblast",21.9,14.2,56.7,32.8,0.192,0.111,0.302,0.312,0.165,0.305,1.3,5.07,11.2,0.000815,0.0374,1,"BRZ-Control","AT2G46220",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8417","AT2G46240","Maturation_Atrichoblast",39.6,21.3,68.9,82.5,0.212,0.136,0.242,0.338,0.186,0.271,1.29,5.78,12.3,0.000459,0.0243,1,"BRZ-Control","BAG6",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8418","AT2G46410","Maturation_Atrichoblast",244,63.8,62.5,32.8,0.564,0.383,0.319,0.288,0.502,0.309,-1.53,6.7,17.2,3.32e-05,0.0032,1,"BRZ-Control","CPC","CPC","Homeodomain-like superfamily protein","Down","Maturation_Atrichoblast_Down"
"8419","AT4G01140","Maturation_Atrichoblast",15.5,23.6,4.67,9.26,0.128,0.185,0.0385,0.1,0.148,0.0573,-1.52,3.81,11.3,0.000774,0.0361,1,"BRZ-Control","AT4G01140",NA,NA,"Down","Maturation_Atrichoblast_Down"
"8420","AT4G01680","Maturation_Atrichoblast",1.6,8.26,6.43,43.8,0.0192,0.0864,0.0495,0.362,0.0422,0.145,2.25,3.96,19,1.28e-05,0.00148,1,"BRZ-Control","MYB55","MYB55","myb domain protein 55","Up","Maturation_Atrichoblast_Up"
"8421","AT4G01950","Maturation_Atrichoblast",63.1,41.3,11.7,19.4,0.346,0.173,0.0714,0.175,0.287,0.103,-1.8,5.15,20.8,5e-06,0.000653,1,"BRZ-Control","ATGPAT3",NA,NA,"Down","Maturation_Atrichoblast_Down"
"8422","AT4G03480","Maturation_Atrichoblast",12.8,15.3,2.92,0.842,0.128,0.123,0.0275,0.0125,0.127,0.0229,-2.71,3.19,20.1,7.21e-06,0.000898,1,"BRZ-Control","AT4G03480",NA,NA,"Down","Maturation_Atrichoblast_Down"
"8423","AT4G03610","Maturation_Atrichoblast",10.2,8.26,37.4,19.4,0.109,0.0864,0.253,0.225,0.101,0.244,1.64,4.38,14.5,0.000142,0.00983,1,"BRZ-Control","AT4G03610",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8424","AT4G04955","Maturation_Atrichoblast",8.55,10.6,21.6,36.2,0.0962,0.111,0.143,0.362,0.101,0.21,1.52,4.36,13,0.000312,0.0182,1,"BRZ-Control","ALN",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8425","AT4G05100","Maturation_Atrichoblast",13.4,7.08,34.5,26.9,0.0321,0.0494,0.198,0.175,0.038,0.191,1.55,4.49,13.8,0.000202,0.0129,1,"BRZ-Control","AtMYB74","MYB74","myb domain protein 74","Up","Maturation_Atrichoblast_Up"
"8426","AT4G08040","Maturation_Atrichoblast",3.21,14.2,21.6,30.3,0.0321,0.0494,0.0879,0.188,0.038,0.118,1.83,4.2,16.9,3.94e-05,0.00365,1,"BRZ-Control","ACS11",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8427","AT4G08555","Maturation_Atrichoblast",355,70.8,57.3,54.7,0.596,0.432,0.203,0.212,0.54,0.206,-1.59,7.11,17.6,2.71e-05,0.00275,1,"BRZ-Control","AT4G08555",NA,NA,"Down","Maturation_Atrichoblast_Down"
"8428","AT4G08980","Maturation_Atrichoblast",2.67,3.54,12.3,10.9,0.0321,0.037,0.0989,0.15,0.0338,0.115,1.95,3.16,11,0.000908,0.0404,1,"BRZ-Control","FBW2",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8429","AT4G11190","Maturation_Atrichoblast",1.07,4.72,95.8,37,0.0128,0.0494,0.203,0.175,0.0253,0.195,4.85,5.22,80.7,2.89e-19,5.43e-16,1.61e-13,"BRZ-Control","DIR13",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8430","AT4G13580","Maturation_Atrichoblast",15.5,27.2,1.17,12.6,0.0449,0.21,0.011,0.175,0.101,0.0611,-1.92,3.86,17.1,3.65e-05,0.00342,1,"BRZ-Control","DIR18",NA,NA,"Down","Maturation_Atrichoblast_Down"
"8431","AT4G13860","Maturation_Atrichoblast",109,64.9,356,99.3,0.41,0.284,0.676,0.475,0.367,0.615,1.21,7.33,11.3,0.000777,0.0362,1,"BRZ-Control","AT4G13860",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8432","AT4G15230","Maturation_Atrichoblast",1.6,8.26,14,23.6,0.0192,0.0741,0.0934,0.15,0.038,0.111,2.16,3.69,18.3,1.89e-05,0.00204,1,"BRZ-Control","ABCG30",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8433","AT4G15390","Maturation_Atrichoblast",9.62,17.7,87,86.7,0.0769,0.148,0.401,0.425,0.101,0.408,2.75,5.7,46.5,9.34e-12,5.49e-09,5.19e-06,"BRZ-Control","AT4G15390",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8434","AT4G16146","Maturation_Atrichoblast",10.7,16.5,49.7,35.4,0.122,0.136,0.308,0.375,0.127,0.328,1.72,4.9,18.1,2.14e-05,0.00228,1,"BRZ-Control","AT4G16146",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8435","AT4G17215","Maturation_Atrichoblast",52.9,14.2,15.8,6.73,0.141,0.0988,0.0714,0.0625,0.127,0.0687,-1.53,4.65,12.9,0.000327,0.0189,1,"BRZ-Control","AT4G17215",NA,NA,"Down","Maturation_Atrichoblast_Down"
"8436","AT4G18380","Maturation_Atrichoblast",75.4,64.9,22.8,35.4,0.391,0.37,0.148,0.288,0.384,0.191,-1.31,5.67,12.8,0.000352,0.0198,1,"BRZ-Control","AT4G18380",NA,NA,"Down","Maturation_Atrichoblast_Down"
"8437","AT4G18430","Maturation_Atrichoblast",249,109,123,42.9,0.692,0.407,0.473,0.375,0.595,0.443,-1.16,7.06,10.9,0.000982,0.0425,1,"BRZ-Control","RABA1E",NA,NA,"Down","Maturation_Atrichoblast_Down"
"8438","AT4G18880","Maturation_Atrichoblast",6.42,11.8,29.2,30.3,0.0641,0.0988,0.143,0.225,0.0759,0.168,1.8,4.39,17.6,2.79e-05,0.0028,1,"BRZ-Control","HSFA4A","HSF A4A","heat shock transcription factor A4A","Up","Maturation_Atrichoblast_Up"
"8439","AT4G19975","Maturation_Atrichoblast",1.6,7.08,12.3,14.3,0.0192,0.0617,0.104,0.125,0.0338,0.111,1.87,3.32,11.7,0.000621,0.0304,1,"BRZ-Control","AT4G19975",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8440","AT4G22212","Maturation_Atrichoblast",118,104,452,196,0.212,0.37,0.308,0.325,0.266,0.313,1.45,7.78,16.5,4.94e-05,0.0044,1,"BRZ-Control","AT4G22212",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8441","AT4G22230","Maturation_Atrichoblast",26.7,46,154,62.3,0.173,0.247,0.412,0.325,0.198,0.385,1.55,6.22,16.8,4.1e-05,0.00376,1,"BRZ-Control","AT4G22230",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8442","AT4G22850","Maturation_Atrichoblast",25.1,14.2,5.26,5.89,0.218,0.111,0.0495,0.075,0.181,0.0573,-1.85,3.84,15.6,7.84e-05,0.00633,1,"BRZ-Control","AT4G22850",NA,NA,"Down","Maturation_Atrichoblast_Down"
"8443","AT4G23670","Maturation_Atrichoblast",22.5,69.7,665,876,0.0705,0.136,0.385,0.488,0.0928,0.416,4.25,8.68,110,1.21e-25,3.78e-22,6.73e-20,"BRZ-Control","AT4G23670",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8444","AT4G23680","Maturation_Atrichoblast",0.535,1.18,390,193,0.00641,0.0123,0.236,0.112,0.00844,0.198,8.58,7.22,187,2.17e-42,2.04e-38,1.21e-36,"BRZ-Control","AT4G23680",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8445","AT4G23690","Maturation_Atrichoblast",36.9,68.5,5.26,49.7,0.0641,0.247,0.044,0.15,0.127,0.0763,-1.39,5.32,12.7,0.000366,0.0204,1,"BRZ-Control","DIR6",NA,NA,"Down","Maturation_Atrichoblast_Down"
"8446","AT4G24050","Maturation_Atrichoblast",35.8,36.6,9.93,7.58,0.244,0.284,0.0824,0.1,0.257,0.0878,-2.02,4.56,23.3,1.43e-06,0.000233,0.786,"BRZ-Control","AT4G24050",NA,NA,"Down","Maturation_Atrichoblast_Down"
"8447","AT4G24380","Maturation_Atrichoblast",153,31.9,352,90.1,0.538,0.222,0.522,0.388,0.43,0.481,1.33,7.33,13.4,0.000251,0.0153,1,"BRZ-Control","AT4G24380",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8448","AT4G24480","Maturation_Atrichoblast",1.6,5.9,12.3,15.2,0.0192,0.0617,0.0989,0.162,0.0338,0.118,2.08,3.32,13.9,0.000195,0.0126,1,"BRZ-Control","AT4G24480",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8449","AT4G24570","Maturation_Atrichoblast",11.2,8.26,33.9,26.1,0.122,0.0864,0.137,0.1,0.11,0.126,1.61,4.45,14.6,0.000135,0.00946,1,"BRZ-Control","PUMP4",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8450","AT4G25100","Maturation_Atrichoblast",2.14,2.36,252,52.2,0.0256,0.0247,0.401,0.288,0.0253,0.366,6.21,6.34,120,7.14e-28,3.36e-24,3.98e-22,"BRZ-Control","FSD1",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8451","AT4G25380","Maturation_Atrichoblast",155,13,158,119,0.308,0.0617,0.236,0.325,0.224,0.263,1.24,6.84,10.5,0.0012,0.0496,1,"BRZ-Control","SAP10","SAP10","stress-associated protein 10","Up","Maturation_Atrichoblast_Up"
"8452","AT4G25410","Maturation_Atrichoblast",1.6,3.54,15.8,23.6,0.0192,0.037,0.115,0.125,0.0253,0.118,2.98,3.65,29,7.14e-08,1.72e-05,0.0395,"BRZ-Control","BHLH126","AT4G25410","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","Up","Maturation_Atrichoblast_Up"
"8453","AT4G27830","Maturation_Atrichoblast",13.9,11.8,2.34,5.89,0.109,0.0988,0.022,0.05,0.105,0.0305,-1.77,3.29,10.9,0.000985,0.0425,1,"BRZ-Control","BGLU10",NA,NA,"Down","Maturation_Atrichoblast_Down"
"8454","AT4G29270","Maturation_Atrichoblast",11.8,16.5,56.7,35.4,0.109,0.16,0.247,0.3,0.127,0.263,1.76,5,19.1,1.25e-05,0.00145,1,"BRZ-Control","AT4G29270",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8455","AT4G29700","Maturation_Atrichoblast",1.6,3.54,12.9,15.2,0.0128,0.0247,0.104,0.138,0.0169,0.115,2.54,3.28,18.4,1.76e-05,0.00193,1,"BRZ-Control","AT4G29700",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8456","AT4G29780","Maturation_Atrichoblast",36.9,53.1,134,118,0.263,0.333,0.291,0.375,0.287,0.317,1.52,6.45,17.9,2.31e-05,0.00243,1,"BRZ-Control","AT4G29780",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8457","AT4G30410","Maturation_Atrichoblast",65.2,46,16.9,20.2,0.244,0.37,0.137,0.212,0.287,0.16,-1.6,5.27,17.3,3.14e-05,0.00307,1,"BRZ-Control","IBL1","AT4G30410","sequence-specific DNA binding transcription factor","Down","Maturation_Atrichoblast_Down"
"8458","AT4G30660","Maturation_Atrichoblast",11.8,27.2,66.6,46.3,0.109,0.235,0.379,0.4,0.152,0.385,1.67,5.31,18.3,1.91e-05,0.00206,1,"BRZ-Control","AT4G30660",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8459","AT4G30810","Maturation_Atrichoblast",10.7,20.1,49.7,27.8,0.128,0.173,0.324,0.225,0.143,0.294,1.43,4.85,12.6,0.000386,0.0212,1,"BRZ-Control","SCPL29",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8460","AT4G31320","Maturation_Atrichoblast",113,67.3,31.5,10.9,0.378,0.309,0.192,0.138,0.354,0.176,-2.14,5.85,31.2,2.32e-08,6.22e-06,0.0129,"BRZ-Control","AT4G31320",NA,NA,"Down","Maturation_Atrichoblast_Down"
"8461","AT4G31780","Maturation_Atrichoblast",16,40.1,95.2,63.1,0.154,0.222,0.297,0.475,0.177,0.351,1.63,5.79,18.4,1.77e-05,0.00193,1,"BRZ-Control","MGD1",NA,NA,"Up","Maturation_Atrichoblast_Up"
"8462","AT4G31800","Maturation_Atrichoblast",130,211,381,441,0.423,0.42,0.407,0.538,0.422,0.447,1.31,8.19,13.9,0.000194,0.0125,1,"BRZ-Control","WRKY18","WRKY18","WRKY DNA-binding protein 18","Up","Maturation_Atrichoblast_Up"
